id;product_info;row_1;medicine_type;barcode;price;stock;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;laboratory;price_usd
000061;ALCOHOL ANTISEPTICO 70% 950CC ALNA;0010;EQUIPOS MEDICOS;7593255000275;174.36;37;0;0;0;0.00;NO;     ; ;0;0;0025;ALNA;4.81;
000062;ALIVIAMED  ROLL-ON 25G LYA;0001;RECETURA;7591012045003;48.21;5;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;1.33;
000064;ALIVIAMED CREMA 50 GR LYA;0001;RECETURA;7599028000381;77.94;10;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;2.15;
000066;ALKA SELTZER CAJA  X  60 TAB BAYER;0003;COMERCIAL CAJA;7702123006787;699.26;68;0;0;0;0.00;NO;     ; ;0;0;0028;BAYER;19.29;
000071;AMBROXOL 15MG/5ML PED X 120 ML KIMICEG;0002;KIMICEG;7592616005010;84.30;16;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.32;
000074;AMIKACINA 100MG/2ML CAJA X 10 AMPOLLA VITALIS;0007;AMPOLLA;7707236124632;261.00;6;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.20;
000076;AMINOFILINA 250MG/10ML I,V X 1 AMPOLLA BIOSANO;0007;AMPOLLA;7800061020107;27.55;147;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;0.76;
000078;AMIODARONA 200 MG  X 10 TAB LAND;0003;COMERCIAL CAJA;7598008000113;89.54;135;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;2.47;
000079;AMITRIPTILINA 25MG CAJA X 400 TAB X 40 BLIST LAPROF;0006;BLISTER;7703038050063;725.00;93;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;20.00;
000082;AMLODIPINA 10 MG CAJA X 100 TAB X 10 BLIST LAND;0006;BLISTER;7598008000120;125.79;23;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;3.47;
000083;AMLODIPINA 10 MG X 20 TAB KIMICEG;0002;KIMICEG;7592616014029;45.06;102;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;1.24;
000084;AMLODIPINA 10 MG X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179732842;47.13;42;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;1.30;
000085;AMLODIPINA 10MG X 10 TAB ADN;0003;COMERCIAL CAJA;8904159414515;10.15;10;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;0.28;
000086;AMOXI+ACD CLAVULA 250/62,5MG 5ML X 60 ML SPEFAR;0004;SPEFAR;7590027002710;156.59;374;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;4.32;
000089;AMOXICILINA 250MG/5ML POLVO 45ML SPEFAR;0004;SPEFAR;7590027000167;109.84;401;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;3.02;
000090;AMOXICILINA 250MG/ML FCO X 60ML COASPHARMA;0003;COMERCIAL CAJA;7703712030039;55.83;106;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;1.54;
000094;AMOXICILINA+A CLAV 250MG+62,5 X 60ML PORTUGAL;0005;JARABE;7750215007204;228.74;31;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;6.31;
000095;AMOXIPRAD-CL 875/125MG X 16 TAB DPT;0003;COMERCIAL CAJA;791466996319;251.58;11;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;6.94;
000096;AMOXIPRAD-CLS 600/42,9MG X 5 ML SUSP DPT;0005;JARABE;791466994964;252.30;186;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;6.96;
000100;ANDANTOL JALEA X  20G VARGAS;0012;VARGAS;7592349911244;156.80;27;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.42;
000102;ANOMEX ANTI-HEMORROIDAL X 10 SUP TIARES;0003;COMERCIAL CAJA;8906009231020;227.29;32;0;0;0;0.00;NO;     ; ;0;0;0039;TIARES;6.27;
000103;ANTIACIDO ANTIFLAT MENTA SUSP 150 ML COASPHARMA;0005;JARABE;7703712030091;67.06;150;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;1.85;
000104;ANTIFOM 80MG/ML SUSP ORAL 20ML VARGAS;0012;VARGAS;7592349001723;144.90;10;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.01;
000105;ANTIFOM FORTE 160MG X 10 COMP VARGAS;0012;VARGAS;7592349001068;211.58;61;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;5.85;
000106;ANTIFOM COM/REC 40MG X10 VARGAS;0012;VARGAS;7592349722925;123.48;64;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.41;
000107;BRIXFLU- 2 CAJA X 100 TAB X 10 BLIST  BRIXMEDIC;0006;BLISTER;BRIXFLU-2;246.50;61;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.80;
000108;BRIXFLU- 4 CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;BRIXFLU-4;246.50;48;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.80;
000111;APEVITIN BC VITAMINA SUSP 240ML EMS;0005;JARABE;7896004700502;175.45;67;0;0;0;0.00;NO;     ; ;0;0;0041;EMS;4.84;
000112;APROLOL (BISOPROLOL) 2,5MG X 30 TAB FONTI;0003;COMERCIAL CAJA;8904187862395;48.21;5;0;0;0;0.00;NO;     ; ;0;0;0042;FONTI;1.33;
000113;APYRENE ACETAMINOFEN 650MG X 10 CAP FC PHARMA;0011;FC FARMA;7593090000034;85.29;8;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;2.36;
000115;ARCODEX 120MG ETORICIXIB X 7 TAB PORTUGAL;0003;COMERCIAL CAJA;7750215023792;181.25;10;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;5.00;
000118;ARESAN 40 MG X 30 TAB BIOTECH;0013;BIOTECH;7591243802115;296.59;76;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;8.17;
000120;ARTROVIT GEL 120 GR TRIPLE ACCION;0008;CREMAS;7596526000493;155.51;929;0;0;0;0.00;NO;     ; ;0;0;0045;NATURLIFES;4.29;
000127;ATENOLOL 50 MG X 20 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8906122851464;23.20;26;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.64;
000128;ATENOLOL 50MG CAJA X 100 TAB X 10 BLIST LAND;0006;BLISTER;7598008000175;62.71;7;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;1.73;
000129;ATENOLOL 50MG X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179733900;31.18;17;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.86;
000137;ATORVASTATINA 40MG X 20 COMP SPEFAR;0004;SPEFAR;7590027002581;117.25;694;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;3.23;
000139;ATORVASTATINA 80MG X 20 COMP SPEFAR;0003;COMERCIAL CAJA;7590027002567;140.23;698;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;3.86;
000142;AZITROMICINA 200MG/5ML SUSP 15ML COASPHARMA;0005;JARABE;7703712030152;65.98;69;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;1.82;
000143;AZITROMICINA 200MG/5ML X 15 ML SUSP PORTUGAL;0005;JARABE;7750215017562;157.69;85;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;4.35;
000144;AZITROMICINA 500 MG X 5 TAB ARTE MEDICO;0003;COMERCIAL CAJA;7770108671039;79.75;145;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.20;
000146;AZITROMICINA 500MG CAJA X 60 TAB X  20  BLIST LAPROFF;0009;BLISTER;7703038131663;1032.76;22;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;28.49;
000147;AZITROMICINA 500MG CAJA X 3 TAB ANGELUS;0003;COMERCIAL CAJA;7598176000052;63.08;399;0;0;0;0.00;NO;     ; ;0;0;0049;ANGELUS;1.74;
000148;AZITROMICINA 500mg X 5 COMP SPEFAR;0003;COMERCIAL CAJA;7590027002451;102.31;343;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;2.82;
000149;AZITROMICINA SUSP 200MG-5ML  30ML MABINE;0005;JARABE;8906154610008;129.41;26;0;0;0;0.00;NO;     ; ;0;0;0050;MABI & NE;3.57;
000152;AZUFRE CREMA 50 GR LYA;0001;RECETURA;7591012041221;60.18;2;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;1.66;
000153;BACILLUS CLAUSII 2000M/5ML ORAL CJ X 10 LAND;0003;COMERCIAL CAJA;7598008002063;290.00;209;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;8.00;
000155;BACITRACINA DERMICO 500UI/G X 15G KIMICEG;0008;CREMAS;7592616021010;114.95;54;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;3.18;
000156;BACITRACINA+NEOMICINA 500IU/5MG X 15GR KMPLUS;0008;CREMAS;6942189211348;65.61;16;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;1.81;
000157;BARROCUTINA GEL LIMPIADOR FACIAL 120ML FC PHARMA;0020;MISCELANEOS;7593090002397;281.52;12;0;0;0;0.00;NO;16.00; ;0;0;0037;FC PHARMA;7.86;
000158;BARROCUTINA TON FACIAL ASTRINGENTE 120ML FC PHARMA;0020;MISCELANEOS;7593090000577;292.78;15;0;0;0;0.00;NO;16.00; ;0;0;0037;FC PHARMA;8.18;
000160;BETADERM CON GENTAMICINA 0,1/0,1 % 15G BIOTECH;0008;CREMAS;7591243804041;119.49;71;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.30;
000161;BCAA 3000 AMINOACIDOS 650MG 50 CAPS NATURLIFES;0003;COMERCIAL CAJA;7596526001346;166.39;29;0;0;0;0.00;NO;     ; ;0;0;0045;NATURLIFES;4.59;
000162;BECLOMETASONA 200MCG/200D INHALADOR MABINE;0023;INHALADOR;438101012408;206.99;6;0;0;0;0.00;NO;     ; ;0;0;0050;MABI & NE;5.71;
000167;BETADERM 0,05% CREMA 15 G BIOTECH;0013;BIOTECH;7591243804140;113.31;23;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.13;
000168;BETADERM PLUS CREMA 15G BIOTECH;0013;BIOTECH;7591243804164;129.16;50;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.56;
000171;BETAGEN 12MG/3ML AMPOLLA 3ML BIOTECH;0007;AMPOLLA;7591243804331;119.04;80;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.28;
000172;BETAGEN 4MG/ML AMPOLLA 1ML BIOTECH;0013;BIOTECH;7591243804287;87.75;15;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;2.42;
000173;BETAGEN SOLSPEN AMPOLLA 1 ML BIOTECH;0013;BIOTECH;7591243804409;139.02;1110;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.83;
000175;BETAMETA+CLOTRIM+NEOMIC CREMA X 15GR ARTE MEDICO;0008;CREMAS;731946648444;47.85;711;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;1.32;
000176;BETAMETASONA 0,05 % CREMA 20G PORTUGAL;0008;CREMAS;7750215023396;76.49;20;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;2.11;
000177;BETAMETASONA 4MG/ML I,M/I,V CAJA X 10 AMP JL;0007;AMPOLLA;7598650000172;232.00;23;0;0;0;0.00;NO;     ; ;0;0;0010;JL;6.40;
000180;BETRICORT CREMA 30 G GEOLAB;0008;CREMAS;7899095203266;121.80;179;0;0;0;0.00;NO;     ; ;0;0;0046;GEOLAB;3.36;
000181;BICARBONATO DE SODIO  FRASCO X 200G ARAGUANEY;0001;RECETURA;769503302270;72.50;29;0;0;0;0.00;NO;     ; ;0;0;0005;SURTIDA;2.00;
000182;BIOAIR MONTELU+DESLORAT 10MG/5MG X 10TAB BIOVENEZUELA;0003;COMERCIAL CAJA;8904324100410;71.05;64;0;0;0;0.00;NO;     ; ;0;0;0017;BIOVENEZUELA;1.96;
000184;BIOCLORFEN  10MG/1ML I,V I,M CAJA X 10 AMP BIOGLASS;0007;AMPOLLA;7598455000285;98.24;8;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;2.71;
000186;BIODIPINA NIFEDIDINA LP X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707167;161.31;247;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;4.45;
000187;BIOEZ ESOMEPRAZOL 20MG X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707112;100.05;2;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;2.76;
000188;BIOFENAP (Diclofen Pot )75mg/3ml CAJA X 10 AMP BIOGLASS;0007;AMPOLLA;7598455000193;408.90;42;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;11.28;
000189;BIOFENIT (FENITOINA) 250MG/5ML CAJA X 1O AMP BIOGLASS;0007;AMPOLLA;7598455000209;403.83;1;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;11.14;
000191;BIONAPRIL ENALAPRIL 10MG X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707051;55.10;15;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;1.52;
000192;BIONAPRIL ENALAPRIL 20MG X 30 TAB BIO- MERCY;0003;COMERCIAL CAJA;8904210707044;54.01;3;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;1.49;
000194;BIOTRANEX  500MG/5ML I,V CAJA X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000162;388.24;6;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;10.71;
000195;BIOVIT C (ACD ASCOR) I,M/I,V X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000155;255.56;23;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;7.05;
000196;BIPERIDENO 2MG X 15 TAB BLISTER MK;0006;BLISTER;S/C000195;93.16;502;0;0;0;0.00;NO;     ; ;0;0;0055;MK;2.57;
000197;BIPROLIL  2,5 MG X 15 COMP VARGAS;0012;VARGAS;7592349723618;95.55;19;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;2.64;
000198;BIPROLIL 5MG X 15 COMP VARGAS;0012;VARGAS;7592349723557;109.76;14;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.04;
000199;BIPROLIL 2,5 MG X 30 COMP VARGAS;0012;VARGAS;7592349001563;142.80;20;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.94;
000200;BIPROLIL 5MG X 30 COMP VARGAS;0012;VARGAS;7592349001570;142.80;11;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.95;
000202;BISOPROLOL 10 MG X 10 TAB KMPLUS;0003;COMERCIAL CAJA;S/C000201;32.99;6;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;0.91;
000203;BISOPROLOL 10MG X 30 TABL FARMAMED;0003;COMERCIAL CAJA;8906082150997;25.74;7;0;0;0;0.00;NO;     ; ;0;0;0015;FARMAMED;0.71;
000204;BISOPROLOL 2,5 MG CAJA  X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130230886;165.66;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;4.57;
000206;BISOPROLOL 5MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130230893;160.59;11;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;4.43;
000207;BISOPROLOL 5MG X 30 TAB EDS PHARMA;0003;COMERCIAL CAJA;8904324102001;66.34;27;0;0;0;0.00;NO;     ; ;0;0;0056;EDS PHARMA;1.83;
000208;BISOPRUNI (BISOPROLOL) 5MG X 30 TAB UNIPHARMA;0003;COMERCIAL CAJA;7467922681626;106.21;6;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;2.93;
000210;BLOCAX 8 MG X 30 TAB BIOTECH;0013;BIOTECH;7591243805338;177.95;297;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;4.90;
000211;BLOCAX PLUS 16MG/12,5MG X 30 TAB BIOTECH;0013;BIOTECH;7591243805420;274.70;27;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;7.58;
000212;BOOZSPORT CREMA 40 G BOOZ;0008;CREMAS;7597072001187;51.84;8;0;0;0;0.00;NO;     ; ;0;0;0053;BOOZ;1.43;
000215;BRAL 500 MG X 20 TAB BIOTECH;0013;BIOTECH;7591243807202;139.18;191;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.84;
000216;BREMOL NAPRO/PARACE 275/300MG  X 15TAB ARTE MEDICO;0003;COMERCIAL CAJA;7501384506056;106.21;58;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.93;
000220;BRODLIN 0,005MG/5ML JARABE 120 ML  ZUOZ;0014;ZUOZ;7591651896805;161.70;6;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;4.47;
000221;BROMETO DE IPRÁTOPIO 0,25MG/ML TEUTO;0015;GOTAS;7896112114413;135.58;319;0;0;0;0.00;NO;     ; ;0;0;0069;TEUTO;3.74;
000222;BROMURO DE ROCURONIO 10MG/5ML I,V X 1AMP VITALIS;0007;AMPOLLA;7709990706628;270.79;43;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.47;
000228;BUPIVACAINA CLORHI 50MG/10ML AMP X 1 BIOSANO;0007;AMPOLLA;7800061065306;67.43;92;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;1.86;
000229;CABERGUNI (CABERGOLINA) 0,5MG X 4TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852000796;270.06;18;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;7.45;
000231;CALCITRIOL 0,25 MCG CAJA X 30 CAPS COLMED;0003;COMERCIAL CAJA;7703153011468;96.43;26;0;0;0;0.00;NO;     ; ;0;0;0062;COLMED;2.66;
000234;CANDEPRA 8 MG CAJA X 28 COMP ADN;0003;COMERCIAL CAJA;8906112611412;108.75;30;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;3.00;
000236;CANDESARTAN 8MG CAJA X 30 TAB ANGELUS;0003;COMERCIAL CAJA;7598176000694;160.23;92;0;0;0;0.00;NO;     ; ;0;0;0049;ANGELUS;4.42;
000238;CAPLAM (ALPRAZOLAM) 0.5MG X 30 TAB SNC PHARMA;0025;PSICOTROPICOS;724373531090;173.58;62;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;4.81;
000239;CAPLAM (ALPRAZOLAM) 1MG X 30 TAB SNC PHARMA;0025;PSICOTROPICOS;781100195765;236.78;65;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;6.56;
000243;CAPTOPRIL 25 MG  CAJA X 10 TAB LAND;0003;COMERCIAL CAJA;7598008000236;17.40;31;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;0.48;
000244;CAPTOPRIL 25 MG X 30 TABL BLUE MEDICAL;0003;COMERCIAL CAJA;7598127001510;50.39;38;0;0;0;0.00;NO;     ; ;0;0;0066;BLUE MEDICAL;1.39;
000245;CAPTOPRIL 25MG CAJA X 20 TAB KIMICEG;0002;KIMICEG;7592616576145;60.38;37;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;1.67;
000247;SORKINOX (CARB + LEVOD) 250/25MG X 30 TAB SNCPHARMA;0016;SNC PHARMA;7595368012732;463.37;3;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;13.06;
000250;CARBATIL 12,5 MG CAJA X 30 TAB BIOTECH;0013;BIOTECH;7591243807813;187.71;123;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;5.18;
000251;CARBIDOP+LEVODO 25MG/250MG CAJA X 10 TABL LAND;0003;COMERCIAL CAJA;7598008001233;98.24;21;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;2.71;
000252;CARBIDOPA + LEVODOPA 25MG/250MG X 30COMP GENFAR;0003;COMERCIAL CAJA;7705959003609;211.34;549;0;0;0;0.00;NO;     ; ;0;0;0067;GENFAR;5.83;
000253;CARBONATO DE LITIO 300MG X 20 CAPS FARMAMED;0003;COMERCIAL CAJA;8906082151192;41.33;17;0;0;0;0.00;NO;     ; ;0;0;0015;FARMAMED;1.14;
000256;CARDIPIRINA 80MG CAJA X 30 CAPS;0014;ZUOZ;7591651930967;120.18;71;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;3.39;
000257;CARVEDILOL 12,5 MG CAJA X 10 COMP SPEFAR;0004;SPEFAR;7590027002376;83.90;166;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;2.31;
000258;CARVEDILOL 12,5MG CAJA X 10 TAB LAND;0003;COMERCIAL CAJA;7598008000267;31.18;229;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;0.86;
000260;CARVEDILOL 12,5MG CAJA X 20 TAB KIMICEG;0002;KIMICEG;7592616576626;104.08;52;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.88;
