barcode;product;price;due_data;stock
BRIXFLU-4;BRIXFLU- 4 CAJA X 100 TAB X 10 BLIST BRIXMEDIC;246.7;NO;48
8904187862395;APROLOL (BISOPROLOL) 2,5MG X 30 TAB FONTI;48.25;NO;5
7593090000034;APYRENE ACETAMINOFEN 650MG X 10 CAP FC PHARMA;85.29;NO;8
1831784395872;ARBELLA35 CIPROT+ETINILESTRA X 21 FAHD;237.63;NO;36
7750215023792;ARCODEX 120MG ETORICIXIB X 7 TAB PORTUGAL;181.4;NO;10
7591243802092;ARESAN 20 MG X 30 TAB BIOTECH;172.14;NO;13
7591243802115;ARESAN 40 MG X 30 TAB BIOTECH;293.01;NO;50
7596526000493;ARTROVIT GEL 120 GR TRIPLE ACCION;136.04;NO;1669
8906130230831;ATENOLOL 100MG CAJA X 140 TAB X 10 BLIST BRIXMEDIC;179.22;NO;4
8906122851464;ATENOLOL 50 MG X 20 TAB ARTE MEDICO;23.22;NO;30
7598008000175;ATENOLOL 50MG CAJA X 100 TAB X 10 BLIST LAND;62.76;NO;7
8904179733900;ATENOLOL 50MG X 30 TAB ARTE MEDICO;31.2;NO;23
791466993417;ATORVASTATINA (DROLIPI) 40MG X 10 TAB DPT;31.94;NO;64
791466993400;ATORVASTATINA (DROLIPI) 20MG X 10 TAB DPT;22.64;NO;47
7590027002567;ATORVASTATINA 80MG X 20 COMP SPEFAR;128.84;NO;430
7592349722161;ATROVERAN 10MG/ML GOTAS 15ML VARGAS;194.25;NO;10
7750215017562;AZITROMICINA 200MG/5ML X 15 ML SUSP PORTUGAL;149.47;NO;23
7770108671039;AZITROMICINA 500 MG X 5 TAB ARTE MEDICO;79.82;NO;226
7703038131663;AZITROMICINA 500MG CAJA X 60 TAB X  20  BLIST LAPROFF;1033.62;NO;26
7598176000052;AZITROMICINA 500MG CAJA X 3 TAB ANGELUS;63.13;NO;465
7590027002451;AZITROMICINA 500mg X 5 COMP SPEFAR;102.31;NO;469
8906154610008;AZITROMICINA SUSP 200MG-5ML  30ML MABINE;129.52;NO;32
7707236123369;AZTREONAM 1 G I,M/I,V AMP X 1 UNID VITALIS;263.39;NO;9
7591012041221;AZUFRE CREMA 50 GR LYA;60.22;NO;8
7598008002063;BACILLUS CLAUSII 2000M/5ML ORAL CJ X 10 LAND;290.24;NO;236
7592616021010;BACITRACINA DERMICO 500UI/G X 15G KIMICEG;114.95;NO;107
7593090002397;BARROCUTINA GEL LIMPIADOR FACIAL 120ML FC PHARMA;281.52;NO;12
7593090000577;BARROCUTINA TON FACIAL ASTRINGENTE 120ML FC PHARMA;292.78;NO;15
7591243804041;BETADERM CON GENTAMICINA 0,1/0,1 % 15G BIOTECH;119.49;NO;96
7596526001346;BCAA 3000 AMINOACIDOS 650MG 50 CAPS NATURLIFES;166.53;NO;43
438101012408;BECLOMETASONA 200MCG/200D INHALADOR MABINE;207.16;NO;6
7591243804140;BETADERM 0,05% CREMA 15 G BIOTECH;113.31;NO;109
7591243804164;BETADERM PLUS CREMA 15G BIOTECH;129.16;NO;96
8904187831728;BETADILOL (CARVEDIL) 6,25MG X 30 TAB FONTI;54.78;NO;13
7591243804331;BETAGEN 12MG/3ML AMPOLLA 3ML BIOTECH;119.04;NO;112
7591243804287;BETAGEN 4MG/ML AMPOLLA 1ML BIOTECH;87.75;NO;26
7591243804409;BETAGEN SOLSPEN AMPOLLA 1 ML BIOTECH;128.19;NO;944
731946648444;BETAMETA+CLOTRIM+NEOMIC CREMA X 15GR ARTE MEDICO;47.89;NO;1086
7598650000172;BETAMETASONA 4MG/ML I,M/I,V CAJA X 10 AMP JL;232.19;NO;23
7899095203266;BETRICORT CREMA 30 G GEOLAB;121.9;NO;239
769503302270;BICARBONATO DE SODIO  FRASCO X 200G ARAGUANEY;72.56;NO;38
8904324100410;BIOAIR MONTELU+DESLORAT 10MG/5MG X 10TAB BIOVENEZUELA;71.11;NO;70
7598455000285;BIOCLORFEN  10MG/1ML I,V I,M CAJA X 10 AMP BIOGLASS;98.32;NO;10
8904210707167;BIODIPINA NIFEDIDINA LP X 30 TAB BIO-MERCY;161.45;NO;300
8904210707112;BIOEZ ESOMEPRAZOL 20MG X 30 TAB BIO-MERCY;100.21;NO;22
7598455000193;BIOFENAP (Diclofen Pot )75mg/3ml CAJA X 10 AMP BIOGLASS;426.65;NO;45
7598455000209;BIOFENIT (FENITOINA) 250MG/5ML CAJA X 1O AMP BIOGLASS;404.16;NO;3
8904210707051;BIONAPRIL ENALAPRIL 10MG X 30 TAB BIO-MERCY;55.15;NO;21
8904210707044;BIONAPRIL ENALAPRIL 20MG X 30 TAB BIO- MERCY;54.06;NO;7
7598455000278;BIOSETRON  8MG/4ML I,V/I,M AMP X 10 AMP BIOGLAS;240.17;NO;2
7598455000162;BIOTRANEX  500MG/5ML I,V CAJA X 10 AMP BIOGLAS;388.56;NO;6
7598455000155;BIOVIT C (ACD ASCOR) I,M/I,V X 10 AMP BIOGLAS;255.77;NO;30
S/C000195;BIPERIDENO 2MG X 15 TAB BLISTER MK;93.24;NO;600
7592349723618;BIPROLIL  2,5 MG X 15 COMP VARGAS;95.55;NO;29
7592349723557;BIPROLIL 5MG X 15 COMP VARGAS;109.76;NO;26
7592349001563;BIPROLIL 2,5 MG X 30 COMP VARGAS;142.8;NO;33
7592349001570;BIPROLIL 5MG X 30 COMP VARGAS;142.8;NO;22
S/C000201;BISOPROLOL 10 MG X 10 TAB KMPLUS;33.01;NO;6
8906082150997;BISOPROLOL 10MG X 30 TABL FARMAMED;25.76;NO;7
8906130230886;BISOPROLOL 2,5 MG CAJA  X 100 TAB X 10 BLIST BRIXMEDIC;165.8;NO;1
8906130230893;BISOPROLOL 5MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;191.56;NO;7
8904324102001;BISOPROLOL 5MG X 30 TAB EDS PHARMA;66.39;NO;33
7467922681626;BISOPRUNI (BISOPROLOL) 5MG X 30 TAB UNIPHARMA;106.3;NO;6
7591243805420;BLOCAX PLUS 16MG/12,5MG X 30 TAB BIOTECH;274.7;NO;67
7597072001187;BOOZSPORT CREMA 40 G BOOZ;51.88;NO;8
7591243807202;BRAL 500 MG X 20 TAB BIOTECH;139.18;NO;234
7501384506056;BREMOL NAPRO/PARACE 275/300MG  X 15TAB ARTE MEDICO;106.3;NO;58
7591651896805;BRODLIN 0,005MG/5ML JARABE 120 ML  ZUOZ;161.7;NO;12
7896112114413;BROMETO DE IPRTOPIO 0,25MG/ML TEUTO;135.69;NO;407
7709990706628;BROMURO DE ROCURONIO 10MG/5ML I,V X 1AMP VITALIS;271.01;NO;48
7598455000346;BUPIGLAS HIPERBARA 15+240MG 3ML CAJA  X 10 AMP BIOGLASS;1347.08;NO;3
7800061065306;BUPIVACAINA CLORHI 50MG/10ML AMP X 1 BIOSANO;67.48;NO;110
7598852000796;CABERGUNI (CABERGOLINA) 0,5MG X 4TAB UNIPHARMA;270.29;NO;21
7703153011468;CALCITRIOL 0,25 MCG CAJA X 30 CAPS COLMED;96.63;NO;56
7467922682760;CALMEX-8 CAJA X 100 TAB X 10 BLIST;478.9;NO;1
8906112611412;CANDEPRA 8 MG CAJA X 28 COMP ADN;108.84;NO;61
8906112611429;CANDEPRA 16 MG CAJA X 28 COMP ADN;141.85;NO;60
7598176000694;CANDESARTAN 8MG CAJA X 30 TAB ANGELUS;160.36;NO;92
724373531090;CAPLAM (ALPRAZOLAM) 0.5MG X 30 TAB SNC PHARMA;173.58;NO;74
781100195765;CAPLAM (ALPRAZOLAM) 1MG X 30 TAB SNC PHARMA;236.78;NO;77
7598008000236;CAPTOPRIL 25 MG  CAJA X 10 TAB LAND;17.41;NO;55
7598127001510;CAPTOPRIL 25 MG X 30 TABL BLUE MEDICAL;50.43;NO;42
7592616576145;CAPTOPRIL 25MG CAJA X 20 TAB KIMICEG;60.38;NO;56
7595368012732;SORKINOX (CARB + LEVOD) 250/25MG X 30 TAB SNCPHARMA;463.37;NO;10
7591243807813;CARBATIL 12,5 MG CAJA X 30 TAB BIOTECH;187.71;NO;207
7598008001233;CARBIDOP+LEVODO 25MG/250MG CAJA X 10 TABL LAND;98.32;NO;46
7705959003609;CARBIDOPA + LEVODOPA 25MG/250MG X 30COMP GENFAR;217.68;NO;267
8906082151192;CARBONATO DE LITIO 300MG X 20 CAPS FARMAMED;41.36;NO;20
7591651930967;CARDIPIRINA 80MG CAJA X 30 CAPS;120.18;NO;84
7590027002376;CARVEDILOL 12,5 MG CAJA X 10 COMP SPEFAR;83.9;NO;202
7598008000267;CARVEDILOL 12,5MG CAJA X 10 TAB LAND;31.2;NO;243
7592616576626;CARVEDILOL 12,5MG CAJA X 20 TAB KIMICEG;104.08;NO;72
7598008000274;CARVEDILOL 25 MG CAJA X 10 TAB LAND;30.48;NO;15
7898927564285;CARVEDILOL 25 MG X 30 COMP MEDICAMENTO GENERICO;111.02;NO;15
7592616576657;CARVEDILOL 25MG CAJA X 20 TAB KIMICEG;189.84;NO;19
8906112610460;CARVIHEM (CARVEDILOL) 12,5MG ADN;34.47;NO;60
7502226296562;CASPHARMA SENOSIDOS A-B 8,6MG CAJA X 20 ARTE MEDICO;163.26;NO;34
7598650000202;CEFADROXILO 250MG/5ML SUSP X 100ML JL;119.36;NO;36
S/C000271;CEFALOTINA 1G AMPOLLA X 1 UNID EL MORRO;40.27;NO;17
7707236120900;CEFALOTINA 1G  I.M/I.V X 1 AMP VITALIS;57.69;NO;219
7707236123307;CEFEPIMA 1G I.M/I.V VITALIS X 1 AMP VITALIS;94.69;NO;70
6930169708087;CEFIXIMA POLVO/PARA SUSP 100MG/5ML BLUE MEDICAL;224.21;NO;49
S/C000276;CEFOTAXIMA 1 G AMPOLLA X 1 UNID EL MORRO;24.67;NO;64
7709526459875;CEFRADINA 1 G I,V/I,M X 1 AMP VITALIS;53.33;NO;3
7707236121969;CEFTAZIDIMA I,M,/I,V, 1G X 1 AMP VITALIS;95.05;NO;30
7598650000226;CETIRIZINA  10MG CAJA X 10 TAB JL;23.22;NO;127
7750215003299;CETIRIZINA 5MG-5ML JAB 60 ML PORTUGAL;67.84;NO;3
7896523208022;CETOCONAZOL 20 MG- ML SHAMPOO CIMED;186.48;NO;28
8904187829183;CIPRAXIL  CIPROFLOXACIN 500MG CJ X 6 TAB FONTI;29.01;NO;48
7468999187684;CIPROFLOXACINA 200MG/100ML I,V X 1 AMP ALFA;59.14;NO;105
730170649234;CIPROTERONA - ETINILESTRADIOL X 21 TAB KMPLUS;106.3;NO;182
7595368000104;CITALOPRAM TROLAM 20MG CAJA X 20 COMP SNC PHARMA;308.32;NO;12
7840036103503;CITICOLINA KOLNASI 500MG CAJA X 30 COMP SNC PHARMA;1120.14;NO;16
7598176000045;CLARITROMICINA 500MG CAJA X 10 TAB ANGELUS;183.94;NO;4
7750215020647;CLAVUTRIM CL12H 875MG-125MG X 14 PORTUGAL;380.58;NO;26
7750215962480;CLINDAMICINA 300 MG CAJA X 100 TAB X 10 BLIS PORTUGAL;1152.62;NO;18
8904178930348;CLOBETASOL CREMA TOPICA X 25 G ARTE MEDICO;72.56;NO;324
7598431000070;CLOE CLORMADI+ETINILES CAJA X 21TAB VINCENTI;262.67;NO;29
7800061095105;CLONIXATO LISINA 100MG/2ML BIOSANO;18.5;NO;37
731946648536;CLOPIDOGREL 75 MG CAJA X 10 TAB ARTE MEDICO;26.48;NO;138
7590027002024;CLOPIDOGREL 75MG CAJA X 14 COMP SPEFAR;95.05;NO;160
736372795670;CLOPIDOGREL 75MG CAJA X 30 TAB FAHD;59.5;NO;9
8904330300378;CLOPIDROGREL 75MG CAJA X 100 TAB X 10 BLIST CRUZ VERDE;236.91;NO;12
7800061105101;CLORFENIRAMINA 10MG/1ML AMP X 1 UNID BIOSANO;10.52;NO;301
7703712030695;CLORFENIRAMINA MALEATO 4MG CAJA X 20 TAB COASPHARMA;47.16;NO;119
7898216362431;CLORIDRATO DE PROPANOLOL 40MG CAJA X 30 TAB PHARLAB;100.86;NO;7
7597773000038;CLORURO DE MAGNESIO SOBRE X 25G;85.7;NO;65
7750215136249;CLOTRIMAZOL 1% CREMA 20 G PORTUGAL;73.29;NO;13
7707184161093;CLOTRIMAZOL 1% CREMA TOPICA 40G FARMIONI;79.45;NO;28
7770108122203;CLOTRIMAZOL 1% CREMA VAG X 30 GR ARTE MEDICO;91.06;NO;35
7592616584102;CLOCIM CLOTRIMAZOL 1%TOP CREMA 20G KIMICEG;98.89;NO;60
7598650000257;CLOTRIMAZOL CREMA 1% 20 G JL PHARMA;77.64;NO;144
8904097387148;CO-AMOXICLAV 1000MG CAJA X 14 TAB ADN MEDICAL;304.75;NO;31
7596526001384;COGNIVIT X 30 CAP NATURLIFES;165.8;NO;35
7596526000028;COLAGENO PLUS 650 MG X 50 CAPS NATURLIFES;165.8;NO;77
8906005118363;COLCHICINA 1MG CAJA X 30 TAB EVERMED;77.64;NO;27
8906005118233;COLCHICINA 500 MCG CAJA X 30 TAB EVERMED;51.88;NO;17
7591243810028;COLGESIC 400MG-4MG CAJA X 15 COMP BIOTECH;155.66;NO;42
7702184010082;COMPLEJO B  CAJA X 250 TAB X 25 BLIST ECAR;277.18;NO;13
8906045361231;COMPLEJO B VITAMINA KIT X 3 AMPOLLA ZUZU;77.64;NO;88
7898108640609;CONFIRA (PRUEBA DE EMBARAZO) 1 TEST SANFARMA 4G;28.66;NO;951
7596139000200;CREMA FRIA ANTIEDAD SOMA 50 G (CHEMYCALS);85.26;NO;7
7796285053468;CRISPLUS  ORLISTAT 120MG CAJA X 30 CAPSULAS;528.21;NO;7
1832884254274;CRIX DESOGES-ETINILESTRA X 21 TAB FAHD;211.88;NO;4
S/C000373;CUBRE BOCA 4 TIRAS QUIRURG CAJA X 50 UND;191.2;NO;44
791466994919;DAPAGLIFLOZIN DIAPAGLIX 10MG CJ X 30 TAB DPT;420.85;NO;33
8906130232002;DAUNORUBICINA POLVO  20MG IV X 1 AMP;764.06;NO;2
7707193642439;DELIFON OXIBUTININO 5 MG CAJA X 20 TAB;146.57;NO;161
7592616576558;DESLORATADINA 5MG CAJA X 10 TAB KIMICEG;55.98;NO;150
7590027002253;DESLORATADINA 5MG X10 COMP SPEFAR;75.07;NO;80
7592616579016;DESLORATADINA JARABE 2,5MG/5ML X 60ML KIMICEG;82.24;NO;42
8904209413635;DEXAMETASONA 4MG CAJA X 10 ADN;47.89;NO;258
7750215026502;DEXAMETASONA 4MG CAJA X 100 TAB X 10 BLIST PORTUGAL;433.18;NO;24
7591096000218;DEXAMETASONA 8MG/2ML I,V/I,M X 1 AMP BIOSANO;12.34;NO;134
8906130231814;DEXTROMETORFANO SOLU ORAL 15MG/5ML 120ML BRIXMEDIC;75.46;NO;22
7591243811704;DIAGESIC 75MG/3ML X 2 AMPOLLAS 3ML BIOTECH;240.8;NO;50
7598252000556;DIAMIB 500MG/5ML POLV SUSP PED 15ML;97.23;NO;9
7896116865618;DIANE 35 CAJA X 21 TAB;181.04;NO;1245
7898216360260;DICAZID 30 MG (GLICLAZIDA) CAJA X 30 COMP;121.18;NO;23
731946648567;DICLOFENAC POT+ACETAMINOFEN X 10 TAB ARTE MEDICO;21.77;NO;202
8906130230978;DICLOFENAC SODICO 100MG CAJA X 100TAB X 10 BLIST BRIXMEDIC;112.83;NO;26
8906130230961;DICLOFENAC SODICO 50MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;97.59;NO;7
229687658735;DICLOFENACO POTASICO 75MG/3ML I,M/I,V CAJA X 10 AMP CRUZ VERDE;384.93;NO;85
8908020229031;DICLOFENAC POTASIC 50MG CAJA X 100TAB X 10 BLIST NAUTICA;72.56;NO;1192
8904187826441;DICLOFENA POTASICO CLODIC 50MG CAJA X 20 FONTI;32.64;NO;48
7590027000495;DICLOFENAC DIETILAMINO 1,16% X 15 G GEL SPEFAR;75.0;NO;83
8906045360456;DICLOFENAC POTASICO 50 MG CAJA X 20 TAB ARTE MEDICO;17.05;NO;319
6942189304156;DICLOFENAC SODICO 50MG X 10 TAB KMPLUS;5.44;NO;678
7707236128739;DICLOFENAC SODICO 75MG/3ML CAJA X 10 AMP VITALIS;91.43;NO;100
7592616165028;DICLOFENACO POTASICO 50MG CAJA X 20 TAB KIMICEG;32.26;NO;410
8906130230985;DIGOXINA 0.25MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;176.32;NO;7
7592349001037;DIHIDROLIP COMP/REC 20 MG X 10;214.2;NO;100
7703038050216;DINITRAT DE ISOSORBID 10 MG CAJA  X  300TAB X 30  BLI ST LAPROFF;557.84;NO;109
228598745626;DIPIRONA 1G/2ML I,M/I,V CAJA X 10 AMP CRUZ VERDE;99.04;NO;28
7707236128814;DIPIRONA 1G/2ML CAJA X 10 AMP VITALIS;96.87;NO;58
7598252000396;DISCETAM 100MG/ML SOLUCION  ORAL X 150ML DISTRILAB;381.3;NO;19
8906130231999;DOCETAXEL 20MG/0,5ML  PARA INFU IV;1451.2;NO;2
8906130232187;DOCETAXEL 80MG/2ML PARA INFUS IV AMP;2019.71;NO;2
8906130231180;DOLOBRIX  CAJA X 100 TAB X 10 BLIST BRIXMEDIC;632.0;NO;14
7598176000212;DOMPERIDONA 10 MG CAJA X 30 TAB ANGELUS;65.3;NO;60
7590027001843;DOMPERIDONA 10MG CAJA X 20 COMP SPEFAR;77.68;NO;109
736372795601;DOMPERIDONA 10MG CAJA X 30 TAB FAHD;49.34;NO;16
7598008000861;DORZOLAMIDA+TIMOLOL 2%+5% X 5ML GOTAS LAND;95.42;NO;29
8906130231982;DOXORUBICINA 50MG PARA INFUS IV AMP;1705.16;NO;1
791466993431;DROPRES CANDESARTAN 16MG CAJA X 10 TAB DPT;53.33;NO;80
791466993424;DROPRES CANDESARTAN 8MG CAJA X 10 TAB DPT;39.91;NO;88
7591651932299;DUVADILAN ISOXSUPRINA 10MG CJ X 30 COMP;378.0;NO;26
ERBRIX50;ERBRIX 50MG SILDENAFIL CAJA X 8 TAB BRIXMEDIC;49.7;NO;250
ERBRIX100;ERBRIX 100MG SILDENAFIL CAJA X 8 TAB BRIXMEDIC;50.43;NO;216
7800061170109;EFEDRINA 6%/1ML AMP X 1 UNID BIOSANO;120.09;NO;252
7598008000366;ENALAPRIL MALEAT 10 MG CAJA X 100 TAB X 10 BLIST LAND;122.26;NO;20
8906130230213;ENALAPRIL 10 MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;96.87;NO;16
7598008000373;ENALAPRIL 20 MG CAJA X 100 TAB X 10 BLIST LAND;140.04;NO;8
8904271594652;ENEMAX-P FRASCO 66ML PEDIATRICO FAHD;155.64;NO;38
8906130232149;ENZALUTAMIDA 40MG CAJA X 28 CAPS;6723.77;NO;1
8906130231975;EPIRRUBICINA 50MG INFUS IV X 1 AMP BRIXMEDIC;1280.32;NO;2
7598677000315;ESCITALOPRAM 10MG CAJA X 30 TABLETAS CLEO;100.5;NO;10
7501384506872;ESLISTICA (BROM DE PINAVERIO) 100MG X 14 TAB ARTE MEDICO;80.9;NO;22
7703038065920;ESPIRONOLACTONA 25MG CAJA X 20 TABLETAS LAPROFF;88.93;NO;402
7591651001452;ETOROCZIA 60MG ETORICOXIB CAJA X 10 TAB;126.21;NO;47
7501298224954;LEVOTIROXINA100 MCG CAJA X 50 TAB EUTIROX MERCK;285.16;NO;1126
S/C000478;EVINET LEVONOGESTREL 0,75 FUNDA X 20 TAB X 10 BLIST DPT;366.43;NO;9
7596526000554;TOFLEM ADULT EXPECTORANTE X 240 ML NATURLIFES;134.6;NO;161
7468191031921;FAMOTIDINA 20MG CAJA X 100 TAB X 10 BLIST INMENOL;357.36;NO;5
7468191031938;FAMOTIDINA 40 MG CAJA X 100 TAB X 10 BLIST INMENOL;507.19;NO;16
7592616197012;FAMOTIDINA 40 MG X10 TAB CAJA KIMICEG;38.99;NO;27
7591243817607;FEM DUCHA VAGINAL 135 ML BIOTECH;91.57;NO;10
7800061191166;FENITOINA SODICA 250MG/5ML I,V X 1 AMP BIOSANO;38.46;NO;112
7592616576992;FEXOFENADINA 120MG CAJA X 10 TAB KIMICEG;80.36;NO;33
7598176000274;FINASTERIDE 5MG CAJA X 30 TAB ANGELUS;148.75;NO;23
7800061210201;FITOMENADIONA 10MG/1ML AMP X 1 BIOSANO;15.96;NO;74
7896714203768;FLAVONID X 30 TAB;311.65;NO;861
7592349722536;FLESPAN COM/REC 10MG X 10;166.36;NO;24
8904210707204;FLUBIONAZOL 150 MG X 2 TAB BIO-MERCY;24.32;NO;64
7598008000397;FLUCONAZOL150 MG CAJA X 10 TAB LAND;41.0;NO;77
7590027000563;FLUCONAZOL 150mg X2 Capsulas SPEFAR;68.05;NO;132
7703038066996;FLUCONAZOL 200 MG CAJA X 100 TAB X 25 BLIST LAPROFF;864.55;NO;16
7468999187714;FLUCONAZOL 200MG/100ML I,V X 1 AMP ALFA;59.86;NO;33
8904187874138;FORMIT (METFORMINA) 1000MG X 30 TAB;72.56;NO;10
8904187829589;FORMIT METFORMINA 500MG CAJA X 30 TAB;65.3;NO;14
7592349723595;FOSFOLIT 21,6G - 8,1G/45ML;421.12;NO;16
7796285255022;FOTEX TOBRAMICINA OFTALM GOTAS 5ML ELEA;125.89;NO;13
7596139000040;FRAILEJON JARABE SOMA 120 ML (CHEMYCALS);119.0;NO;35
8906112611344;FUROSEMIDA (FUROPRA) 20MG/ML IM/IV CAJA X 5 AMP ADN;36.64;NO;54
7703712033504;FUROSEMIDA 40MG CAJA X 100TAB X 10 BLIST COASPHARMA;178.86;NO;15
GABABRIX-B;GABABRIX-B CAJA X 100 TAB X 10 BLIST BRIXMEDIC;337.4;NO;15
7590027002093;GABAPENTINA 300MG CAJA X 20 CAPS SPEFAR;149.83;NO;183
7590027002109;GABAPENTINA 400MG CAJA X 20 CAPS SPEFAR;153.2;NO;163
8906112610569;GABAPRA 75MG CAJA X 14 TAB ADN;41.36;NO;63
7593255000381;GEL ULTRASONIDO 250CC ALNA;55.04;NO;163
8906130231951;GEMCITABINA 1000MG INFUS IV X 1 AMP;2641.18;NO;4
8906130231944;GEMCITABINA 200 MG INFUS IV X 1 AMP;640.34;NO;2
7707236122393;GENTAMICINA 160MG/2ML I,V/I,M CAJA X 10 AMP VITALIS;261.22;NO;4
