barcode;product;price;due_data;stock
7591519005639;ACICLOVIR +MK200MG. X25TA;177.76; 2026-10;253
7591519001099;ACICLOVIR +MK5% CR.10GR.;153.92;2025-10;438
7598252101307;ACICLOVIR DIS200MG.X100TA;388.91;2025-01;12
6942189211324;ACICLOVIR KMP5% CR. 5GR.;55.34;2026-09;235
720524031174;ACICLOVIR LAT200 X10TA;60.06;2026-04;296
7592348201117;ACICLOVIR LN CR.TOP.20GR.;242.11;2026-11;62
7592348020114;ACICLOVIR LN200MG. X20TA;117.82;2026-10;79
7592454102001;ACICLOVIR LS200MG. X24TA;159.56; 2027-02;312
7750215003602;ACICLOVIR PORTU200 X100TA;389.1; 2026-06;34
7596347802993;ACICLOVIR SGG5% CR. 20GR.;143.26;2026-02;122
7707236126483;ACICLOVIR VITA250 X10A;1120.03; 2026-09;9
7591196003195;ACIDO ACETIL. LO81 X24TA;103.09; 2025-04;152
7594000850282;ACIDO ASC. VIT C 100X30ML;97.5;2025-09;261
17598252101540;ACIDO ASCO DIS500MG. X10A;399.56;2025-03;28
8904159499772;ACIDO ASCOR ADN IM/IV 10A;277.88; 2025-04;5
17591616001463;ACIDO BORICO DT X12 20GR.;522.44;2027-02;8
17598252101571;ACIDO FOL DIS10MG/2ML.10A;730.2; 2025-04;36
7594000851333;ACIDO FOLICO BQ GOTAS30ML;146.25;2026-09;616
7591585171498;ACIDO FOLICO GN10MG.X20CO;39.96; 2026-01;1470
7591619501048;ACIDO FOLICO KL 10MG X3A;302.9;2025-02;89
7591619000213;ACIDO FOLICO KL 5MG X30CO;61.1;2024-10;885
7592601301486;ACIDO FOLICO MY10MG.X30TA;135.15;2026-02;304
7592601303190;ACIDO FOLICO MY5MG. X10TA;47.87;2026-02;1687
7592601301479;ACIDO FOLICO MY5MG.X30TA;135.15;2026-02;1247
7594001101314;ACIDO FOLICO PX5MG. X30TA;52.0;2027-06;1842
8906005118370;ACIDO MEFENAM FM500 X10TA;46.8; 2025-12;337
7707236129217;ACIDO TRANEX VITA500 X10A;536.48; 2025-03;8
7598869002226;ACIDO URSOD. NIO300 X30TA;777.76;2026-07;53
7707236121761;ACIDO ZOLEDRO VITA4MG.X1A;988.26; 2025-07;37
7593089000083;ACITRON-D VERA X30CA;209.3;2026-01;7
7591519051865;ACLER 150MG. X1TA;186.12; 2025-07;311
7795368002249;ACRYLARM GEL OFT. 10GR.;834.6; 2026-08;222
7594001101895;ACTICAR 1G.SOL.ORAL 120ML;195.0;2025-11;255
7460840414109;ACTIDERM JAB.INTIMO 200ML;149.98;2024-09;15
8904306501082;ACTIPLEN 200MG. 10B.X10TA;2493.14; 2024-12;19
7591353515608;ACTIVA SEC PD PERD.OC.X40;54.91;2025-10;217
7597189000264;ACTIVITON EXTRE X30CABL.;348.62;2025-01;24
7591821290372;ACTUMIR 25MG. X30TA;1137.28; 2025-11;908
7592904000079;ACUAGEL 250CC.;88.13; 2027-01;642
7592306000011;ACUBISINA POLVO 15GR.;110.5; 2025-10;358
7592306000028;ACUBISINA UNG. 50GR.;110.5; 2025-10;196
7592710000843;ADELGASEN HP CAPS. X60;330.06; 2026-10;30
7592710003707;ADELGASEN HP400MG. X30CA;226.33; 2025-11;52
7703153028053;ADELLA 2/0.035 X21TA;543.0; 2025-06;35
7591844000590;ADEMINA 3E CR. DP 60GR.;162.5; 2026-09;163
7591844000712;ADEMINA GEL LI.MANOS 100;65.0; 2027-01;10
7591844000583;ADEMINA KIDS CR. 60GR.;156.0;2027-01;192
7591844000743;ADEMINA KIDS L.HI BLAN170;100.1; 2026-09;29
7591844000750;ADEMINA KIDS L.HI ROSA170;100.1; 2026-09;18
7591844000729;ADEMINA KIDS REV.CAPIL200;78.0; 2026-09;5
7591844000439;ADEMINA PLUS CR.CORP.30GR;136.5;2027-01;239
7591844000446;ADEMINA PLUS CR.CORP.60GR;149.5;2027-01;355
7591844000606;ADEMINA SOL.JAB. 190CC.;66.95; 2027-01;89
27597297000396;ADHESIVO NON 2.5X9.1 X12U;1033.03;2034-01;22
27597297000389;ADHESIVO NON1.25X9.1 X12U;711.05;2034-01;11
27597297000358;ADHESIVO SE 1.25X9.1 X12U;831.79;2034-01;33
27597297000365;ADHESIVO SEDA 2.5X9.1X12;1167.19;2034-01;56
27597297000372;ADHESIVO SEDA 5X9.1 X6U;952.54;2034-01;25
27597297000327;ADHESIVO TRA1.25X9.1 X12U;650.68;2034-01;2
27597297000334;ADHESIVO TRAN 2.5X9.1X12U;878.75;2034-01;12
27597297000341;ADHESIVO TRAN 5X9 1M X6U;674.15;2034-01;22
7591096001499;ADRENALINA BIO X100A.1ML.;1129.44;2024-11;15
7591285000746;ADULTOS MAYORES MANTE.400GR;827.32;2026-12;17
7591818210321;AEROFLAT 125MG. X30CA.BLA;227.71; 2026-06;183
7591818210406;AEROFLAT GOTAS 80MG.20ML.;296.7; 2025-07;399
7595751002616;AFEIT MUJ.APEX VELVET4HX2;51.88; 2034-01;43
7591196006189;AFLAMAX 50MG. 25B. X5TA;398.03; 2025-01;180
7591196007186;AFLAMAX 50MG. X10TA;73.84;2025-12;19431
7591196004451;AFLAMAX 50MG. X20TA;138.01;2026-01;28854
7591619163031;AFOKLIN 10MG. GOTAS 15ML.;217.1;2025-10;500
7591619163024;AFOKLIN 10MG. X20CO;72.8;2024-10;535
7591619163017;AFOKLIN 5MG. X20CO;41.6;2028-03;919
7598084000908;AFTER SUN-GEL RO.CU 160GR;217.71;2025-11;1
7594001564157;AFTEROL 0,75MG. X2TA;112.97; 2026-02;2654
7597767000921;AGUA EST. DILUIR BC500ML.;78.0;2024-10;217
7596211001156;AGUA MICELAR 250ML;158.93; 2026-06;31
7593255000091;AGUA OX ALNA 3% 100CC;14.63; 2026-03;4104
7593255000107;AGUA OX ALNA 3% 240CC;25.35; 2026-02;5364
7593255000114;AGUA OX ALNA 3% 500CC;38.51; 2026-02;2352
7593255000121;AGUA OX ALNA 3% 950CC;72.79; 2025-12;218
7593723002565;AGUA OX. PAS 12%V40 120ML;30.25; 2027-01;44
7593723002558;AGUA OX. PAS 9% V30 120ML;30.25; 2027-02;102
7591487000063;AGUA OXIG. ALVA 120ML.;26.79;2026-12;934
7591487000094;AGUA OXIG. ALVA 1L.;155.88;2026-11;120
7591487000070;AGUA OXIG. ALVA 240ML.;45.46; 2026-11;723
7591487000087;AGUA OXIG. ALVA 500ML.;87.69;2026-12;71
7591956110248;AGUA OXIG. EL GUARDIAN 1000;85.7; 2027-02;84
7591956110224;AGUA OXIG. EL GUARDIAN 240;30.24; 2027-02;429
7591956110231;AGUA OXIG. EL GUARDIAN 500;48.02; 2027-02;265
7591956110217;AGUA OXIG. GUARDIAN 120ML;20.74; 2027-03;1222
7597467000771;AGUJA ESPINAL 25G.PM X50;1783.21;2033-01;13
7597467000788;AGUJA ESPINAL 26G.PM X50;1783.21;2026-03;3
7597467000795;AGUJA ESPINAL 27G.PM X50;1783.21;2026-03;2
6958590304357;AIDEX TRANSMISOR GLUCOSA;4264.0;2033-01;47
5351937;AIRALAM 20MG/120MG. X24CO;629.85; 2025-07;51
7703763169405;AIREX 0,05% SOL.NAS 15ML.;94.67; 2026-03;390
7591818111017;AIRFEN GOTAS NAS.AD.15ML;157.17; 2026-09;270
7591818111024;AIRFEN GOTAS NAS.PED.15ML;157.17; 2026-09;135
7591196002563;AIRON 10MG. X10TA;99.62; 2025-02;4837
7591196002808;AIRON 10MG. X30TA;229.41; 2025-11;3638
7591196002952;AIRON 4MG. X10TAB.MAST.;52.96; 2025-06;1510
7591196002549;AIRON 5MG. X10TAB.MAST.;74.76; 2025-07;1689
7591196002792;AIRON 5MG. X30TA.MAST.;177.93; 2025-12;2395
7591196002945;AIRON TAB.MAST. 4MG. X30;140.28; 2025-12;1182
7594001564102;AIROPLAST 1,25- 500CM X1;52.23; 2025-02;39
6224000549909;AIROPLAST 2,5-500CM X1;123.75; 2025-02;29
7591083018615;AJAX AB LIQ.MULTIUSO 1L.;142.44;2025-12;20
7591083018622;AJAX AB LIQ.MULTIUSO 500;78.76;2026-01;16
7592430000154;AJO 570MG. NP X60CA;286.0;2025-08;10
7592946168300;AJO AI400MG. X90CA;225.65;2024-10;79
7592512003783;AKNFREE GEL HID.FAC. PG50;94.03;2026-10;9
7592512003790;AKNFREE GEL LIMP.PG 120ML;121.28;2026-12;3
7592512003776;AKNFREE TONICO FAC. PG120;120.39;2026-12;8
7592601100645;ALANTAMIDA CREMA 20GR.;190.27;2026-10;419
7598055000449;ALARON 10MG. X10TA;29.69; 2024-09;53
7591519007022;ALBENDAZOL +MK200T.FRU.X2;39.7; 2026-01;2705
7592454003261;ALBENDAZOL LS200MG. X2TA;49.3; 2026-11;929
7592454120371;ALBENDAZOL LS200MG. X6TA;102.39; 2026-11;536
7592454120364;ALBENDAZOL LS400MG. 20ML.;100.5; 2026-02;937
7750215796634;ALBENDAZOL PORT100 SO20ML;93.65; 2026-06;32
7592025101204;ALBEPIR CH. A.CASPA 140CC;196.3;2027-06;136
7591062010036;ALBICAR 200MG X2TA;35.43;2027-01;765
7591062010173;ALBICAR 200MG. X6TA;88.67;2027-01;969
7591062010029;ALBICAR 400MG. SUSP.10ML.;90.92;2025-10;857
7703153037512;ALBISEC CAPS. X12;278.85; 2026-06;386
7703153028695;ALBISEC ONE X6TA;405.6; 2025-02;92
8908010762593;ALBUSYN 20% SPI 50ML. X1;3464.5; 2025-09;10
7592946005711;ALCACHOFA AI 300MG. X90CA;203.39;2026-10;43
7592710000355;ALCACHOFA+CENTELLA HP60CA;259.34; 2026-11;24
7594001455455;ALCOHOL ABS.RECE SPRAY240;146.02;2028-05;3
7594001450320;ALCOHOL ABS.RECETTE 60ML;45.63;2028-09;1
7593255000305;ALCOHOL ABSO ALNA96%100CC;24.74;2027-01;4968
7593255000312;ALCOHOL ABSO ALNA96%120CC;29.85;2027-03;2016
7593255000329;ALCOHOL ABSO ALNA96%240CC;52.26;2027-03;3422
7593255000336;ALCOHOL ABSO ALNA96%500CC;95.67;2027-03;1130
7593255000343;ALCOHOL ABSO ALNA96%950CC;180.64;2027-02;120
7591616000278;ALCOHOL ABSO BF 1L.;297.58;2025-09;11
7591616000308;ALCOHOL ABSO BF 500ML.;210.0;2026-12;100
0011344403228;ALCOHOL ABSO FG 500ML.;150.27;2025-09;7
7592368000257;ALCOHOL ABSO FSI 30CC X12;530.4; 2025-05;1
7591616000285;ALCOHOL ABSOL BF 240ML;140.86;2026-12;108
7591616000315;ALCOHOL ABSOL BF 60ML;64.03;2026-11;135
7592368000240;ALCOHOL ABSOL FSI X6 30CC;265.2;2025-05;14
7593255000244;ALCOHOL ALNA 70% 100CC;20.84; 2027-03;6913
7593255000299;ALCOHOL ALNA 70% 120CC;24.12; 2027-03;5345
7593255000251;ALCOHOL ALNA 70% 240CC;42.16; 2027-03;5157
7593255000282;ALCOHOL ALNA 70% 3.785L;546.0; 2027-01;24
7593255000268;ALCOHOL ALNA 70% 500CC;73.28; 2027-03;2352
7593255000275;ALCOHOL ALNA 70% 950CC;143.75; 2027-03;1164
7593255001470;ALCOHOL ALNA70% ATOMIZ120;29.85; 2027-03;549
7593255001494;ALCOHOL ALNA70% ATOMIZ500;79.34; 2027-02;900
7591616001992;ALCOHOL ANT.BF 70% 1000ML;202.32;2025-10;27
7591487000186;ALCOHOL ETIL.70% ALVA 1L.;248.43; 2033-10;12
7591487000162;ALCOHOL ETIL.70% ALVA 240;66.57;2034-02;397
7591487000179;ALCOHOL ETIL.70% ALVA 500;133.95;2034-02;336
7592044000113;ALCOHOL GUARDIAN 1000CC.;141.86; 2031-02;446
7592044000083;ALCOHOL GUARDIAN 120CC.;26.18; 2031-03;3456
7592044000090;ALCOHOL GUARDIAN 240CC.;42.71; 2031-02;1836
7592044000106;ALCOHOL GUARDIAN 500CC.;75.08; 2031-02;1271
7591487000018;ALCOHOL ISOP.70% ALVA 120;36.53;2033-11;647
7591487000049;ALCOHOL ISOP.70% ALVA 1L.;248.43;2033-12;122
7591487000025;ALCOHOL ISOP.70% ALVA 240;66.57;2034-02;792
7591487000032;ALCOHOL ISOP.70% ALVA 500;133.95;2034-09;300
7594001450399;ALCOHOL YODA SPRAY XS30ML;111.54;2025-10;3
7591808526166;ALDER CR.CORP E.SE/SEN207;239.12; 2026-06;8
7591808526159;ALDER CR.CORP SEC/SEN 207;239.12; 2026-08;6
7591808526210;ALDER GEL LIMP. SENSI 223;226.39; 2026-11;10
7591196002693;ALERGOT SOL.OFT. 5CC.;344.31;2025-06;365
7703763460854;ALERPAT 0,2%SOL.OFT. 5ML.;213.84; 2026-11;20
7591196003430;ALFADYN 0,20% SO.OFT.5ML.;386.09;2025-08;1157
7592803003959;ALGIOL 2,5MG. X30CO;184.6; 2025-11;238
7592803003973;ALGIOL 5MG. X30CO;197.6; 2025-11;353
7592803004147;ALGIOL HCT 5–6,25 X30CO;314.6; 2025-06;145
813333012301;ALGODON ABS.MOTAS B.KX100;52.0;2028-04;502
813333012271;ALGODON ABSORB. KX 454GR.;195.0;2030-01;16
813333012257;ALGODON ABSORB. KX 50GR.;41.6;2034-01;215
7593255000176;ALGODON ALGOBAP 100GR.;74.88; 2028-10;36
7593255000145;ALGODON ALGOBAP 10GR.;15.44; 2028-11;1919
7593255000152;ALGODON ALGOBAP 25GR.;26.33; 2028-09;1395
7593255000169;ALGODON ALGOBAP 50GR.;43.29; 2028-09;898
7591442000077;ALGODON ALVE 100GR.;286.43;2028-04;104
7591442000046;ALGODON ALVE 10GR.;33.9;2028-11;1263
7591442000053;ALGODON ALVE 25GR.;74.53; 2028-11;769
7591442000060;ALGODON ALVE 50GR.;149.06;2028-08;183
7591442000114;ALGODON ALVE MB X100;168.87;2028-08;201
7591442000121;ALGODON ALVE MB X150;253.31; 2027-10;54
7591442000107;ALGODON ALVE MB X50;84.44;2028-05;351
7591442000084;ALGODON ALVE ROLLO 250GR;563.11;2028-04;12
7591442000091;ALGODON ALVE ROLLO 500GR;1125.25;2027-03;6
7592806133011;ALGOREN 10MG. X20TA;114.4;2028-10;1027
7592806133028;ALGOREN 40MG. X20TA;156.0;2028-11;653
7591243801620;ALIPAL FORTE D/N X6CA;120.9; 2025-06;188
7592432000084;ALIVAX FORTE 650 25B.X5CB;1160.43;2025-07;6
7592432010335;ALIVAX FORTE 650 X10C.BLA;101.4;2026-03;55
7598431000056;ALIVERIUM 100/300 X10CABL;187.69;2025-06;574
7591585116000;ALIVET 4DIAS 8D-4N X12CO;127.44; 2025-10;2303
7591585216601;ALIVET FA COMPR. X20;376.42; 2024-11;397
7591585116178;ALIVET GRAN.LIMON 10G.X6S;195.33; 2026-01;820
7591585216755;ALIVET JBE.PED.125MG.120;163.51; 2026-09;188
7591585116673;ALIVETNOC FORTE GRAN.6SOB;206.32; 2025-06;675
7501008443033;ALKA SELTZER X12TE;117.94;2025-01;396
7597178000046;ALL-DOVARI FORTE ROLL 90G;94.9;2025-02;81
7703763722686;ALLERFEX 120MG. X10TA;154.21; 2026-05;844
616513672070;ALMOHADI OJOS PEPI CAL X5;380.76; 2030-12;21
7599408000031;ALMOHADILLAS ALGOBAP X100;65.79; 2027-07;110
7599408000017;ALMOHADILLAS ALGOBAP X60;39.86; 2027-07;161
7599408000024;ALMOHADILLAS ALGOBAP X80;55.55;2027-07;110
7598176000137;ALOPURINOL ANG100MG.X30TA;101.01; 2025-07;77
7501384546809;ALOPURINOL NEOL300 X20TA;159.67; 2024-09;56
7598869002103;ALOPURINOL NIO300 X30TA;138.97;2025-02;93
733739108043;ALPHA LIPO ACID NW250 X60;684.45; 2027-09;48
733739030467;ALPHA LIPO ACID NW600 X60;1014.0; 2027-07;22
7591020005296;ALPRAM 0,5MG. X30TA;130.13; 2028-10;993
7591020005302;ALPRAM 1MG. X30TA;182.75; 2027-11;1155
7591020005319;ALPRAM 2MG. X30TA;249.46; 2027-09;409
7591519000467;ALPRAZOLAM +MK0,5 X30TA;103.64; 2026-09;723
7591519001495;ALPRAZOLAM +MK1MG. X30TA;151.01; 2026-09;421
7598578000391;ALPRAZOLAM DAC1MG. X30TA;81.54; 2024-10;142
7598578000407;ALPRAZOLAM DAC2MG. X30TA;72.49; 2024-10;51
7591062012948;ALRES 500-30-2 X10TA;109.98;2024-10;2136
7591062000105;ALRES FORTE PVO.PSO X6SOB;256.62;2024-11;106
7592601201045;ALSART 160MG. X10CA;199.86;2026-01;952
7592601201052;ALSART 160MG. X30CA;509.5;2026-02;144
7592601201021;ALSART 80MG. X10CA;157.31;2025-11;83
8902502117045;ALUMA-D SUSP.ORAL 200ML.;273.0;2026-04;61
7592368001186;ALUMBRE FSI PVO.20GR.X25S;962.0; 2025-08;9
17591616001487;ALUMBRE POLVO DT20G X12;460.98;2026-11;24
7592806133042;ALURON 100MG. X30TA;182.0;2027-09;857
7592806133097;ALURON 300MG. X20CO;227.5;2027-01;364
7593090002649;AMANIRIS 81MG. X30CO;105.25; 2025-10;150
7593090000089;AMARENFEM 150MG. X1CA.BL.;205.71;2025-08;830
7594000851593;AMBRO-LORA BQ30/5 SOL.120;97.5;2026-07;167
7594000851586;AMBRO-LORA BQ30/5 SOL.60;79.63;2026-05;177
7594000850909;AMBROXOL BQ. 15MG.120ML.;96.69;2026-11;1297
7594000850923;AMBROXOL BQ. 30MG.120ML.;97.5;2026-12;499
7592454120203;AMBROXOL LS15MG.PED.120ML;126.0; 2025-04;602
7592454120302;AMBROXOL LS30MG. JBE120ML;158.04; 2026-01;555
7703153020071;AMBROXOL VP JBE.AD.120ML;167.31; 2026-02;60
7703153020064;AMBROXOL VP JBE.PED.120ML;123.2; 2025-10;79
7591585171740;AMIKACINA GN500 2ML. X1A;141.49; 2026-11;638
8908003460512;AMIKACINA KMP100MG. X10A;273.91; 2026-06;12
6942189211454;AMIKACINA KMP500 2ML.X10A;441.61;2025-09;187
7707236124632;AMIKACINA VITA100MG. X10A;254.12; 2025-11;65
733739107893;AMINO COMPLETE NW X120CA;679.38; 2027-02;28
7591243801750;AMIODARONA PA 200 X10TA;201.5; 2025-10;282
7598484001154;AMIPINA 5MG. X30TA;37.31; 2026-02;1295
7591519001358;AMLODIPINA +MK10MG. X10TA;36.19; 2025-10;306
7591519001648;AMLODIPINA +MK10MG. X30TA;85.97; 2025-10;2127
7591519001334;AMLODIPINA +MK5MG. X10TA;37.06; 2027-11;651
7591519001655;AMLODIPINA +MK5MG. X30TA;86.83; 2027-10;3590
7597758000763;AMLODIPINA AL10MG. X30TA;81.0;2024-12;142
7597758000756;AMLODIPINA AL5MG. X30TA;74.53;2024-11;206
7468999191070;AMLODIPINA ALFA5MG.X100TA;481.07;2025-11;32
8903726266663;AMLODIPINA BIU5MG. X30TA;51.95; 2025-10;108
7598127001466;AMLODIPINA BM10MG. X30TA;62.4;2024-09;273
5008081;AMLODIPINA BP10MG. X60CO;229.1; 2025-07;287
5007786;AMLODIPINA BP5MG. X60CO;174.76; 2025-07;81
7592616014029;AMLODIPINA DP 10MG. X20TA;52.08; 2026-10;18
7592616013039;AMLODIPINA DP 5MG. X30TA;115.57; 2026-10;696
7591585278166;AMLODIPINA GN 5MG. X30CO;83.15; 2027-02;4406
7591585178176;AMLODIPINA GN10MG. X10CO;30.9; 2026-02;80
7591585278173;AMLODIPINA GN10MG. X30CO;76.65; 2027-02;2559
7592454886994;AMLODIPINA LS10MG. X10TA;48.36; 2025-08;258
7592454887014;AMLODIPINA LS5MG. X10TA;42.98; 2026-08;402
8436609070090;AMLODIPINA MED5MG. X10TA;49.83; 2025-10;442
7592454889568;AMLODIPINO LS10MG. X30TA;99.39; 2025-11;1476
7592454889575;AMLODIPINO LS5MG. X30CO;103.77; 2027-02;2217
7750215007822;AMLODIPINO PORTU10 X100TA;152.01; 2025-04;10
7590027000686;AMLODIPINO SP10MG. X20CO;116.43; 2025-05;124
7590027000617;AMLODIPINO SP5MG. X20CO;112.79;2025-09;43
8903489001761;AMLOTAN 5MG. X30TA;46.8;2025-04;45
8699525093189;AMOKLAVIN-BID 1000MG.14TA;320.74; 2026-09;239
8699525282507;AMOKLAVIN-BID FO PPSO70ML;299.0; 2026-09;150
7591818210178;AMOVIN 500MG. X6TA;193.48; 2025-04;108
7598578000667;AMOXI AC DAC600/42,9 60;186.55;2025-08;377
7598578000292;AMOXI AC DAC875/125 X10TA;213.2;2026-02;166
7750215007204;AMOXI+AC POR250/62.5 60ML;263.54; 2025-06;477
7591519000610;AMOXI-AC +MK400/57 PPSO70;439.17; 2025-10;211
7591519000627;AMOXI-AC +MK875/125 X14TA;558.39; 2025-10;394
675696260597;AMOXIC. CLAV. 400/57MGX60;187.2;2026-04;204
7840108578437;AMOXICI AC JD600/42,9 60;161.2; 2024-12;1148
7592616576916;AMOXICI AC.DP500/125 10TA;317.95;2025-08;176
7591585173195;AMOXICIL AC.GN875/125 X14;436.67; 2025-11;654
7598127001664;AMOXICILINA BM500 X30CA;178.88;2026-04;319
7598578000025;AMOXICILINA DAC500 X10TA;82.08;2026-05;1758
7598252101024;AMOXICILINA DIS250 PPSO60;120.69;2026-06;1577
7598252101147;AMOXICILINA DIS500 X100CA;462.9;2026-03;552
6921875010229;AMOXICILINA FAHD500 10X10;462.21; 2026-08;319
8906082150676;AMOXICILINA FM500 X10CA;59.8;2026-06;669
7591585470492;AMOXICILINA GN500MG.X12CA;161.77; 2025-10;150
