barcode;product;price;due_data;stock
7597467000771;AGUJA ESPINAL NRO 25G X 1 CAJA X 50 PLUSMED;1533.8;2026-03-25;13
7597467000788;AGUJA ESPINAL NRO 26G X 1 CAJA X 50 PLUSMED;1533.8;2026-03-25;14
7597467000795;AGUJA ESPINAL NRO 27G X 1 CAJA X 50 PLUSMEDIC;1533.8;2026-03-25;16
7597467001693;AGUJA HIPODERMICA 23 X 1 1/2 CAJA X 100 PLUSM;111.11;2025-04-25;96
7597467001686;AGUJA HIPODERMICA 23 X 1 CAJA X 100 PLUSMEDIC;111.11;2025-04-25;100
7597467001709;AGUJA HIPODERMICA 30 X 1/2 CAJA X 100 PLUSMED;201.32;2025-04-25;96
7703763169405;AIREX 0,05% X 15ML;89.59;2025-03-25;131
7591196002563;AIRON 10MG X 10 TA OFTALMI;98.85;2025-02-25;1330
7591196002808;AIRON 10MG X 30 TAB OFTALMI;204.88;2025-11-25;801
7591196002952;AIRON 4MG  X 10 TA OFTALMI;47.3;2025-06-25;644
7591196002945;AIRON 4MG  X 30 TAB OFTALMI;139.18;2025-12-25;258
7591196002792;AIRON 5MG  X 30 TAB OFTALMI;176.56;2025-12-25;530
7591196002549;AIRON 5MG X 10 TA OFTALMI;74.19;2025-07-25;623
7592601100645;ALANTAMIDA 0,5%-0,4%CREMA X 20GRS MEYER;188.8;2026-10-25;1116
7598981000414;ALBENDANZOL SUSP ORAL 400mMG/5ML X 10ML VITAL;54.0;2026-06-25;420
7591519007022;ALBENDAZOL 200 MG TAB X 2 T. FRUT CALOX;39.4;;196
7703712036239;ALBENDAZOL SUSP 4% X 50 SACHETS QUALITYMED;794.62;2025-04-25;12
7592454120364;ALBENDAZOL SUSP 400MG/20ML PEDIATRIC LA SANTE;95.69;2025-09-25;818
7750215796634;ALBENDAZOL SUSP. ORAL 100MG / 5ML 20ML PORTUG;88.29;2026-06-25;64
7599028000589;ALCANFOR 10GR LYA;93.15;2026-12-25;48
7591616000278;ALCOHOL ABSOLUTO 1LT BIOFARCO;299.79;2025-07-25;34
7599028000039;ALCOHOL ABSOLUTO 96% 30ML LYA;61.48;2026-10-25;102
7593255000343;ALCOHOL ABSOLUTO 96,0% 950ML X 1 ALNA;198.34;;1
7591616000261;ALCOHOL ABSOLUTO X 120CC BIOFARCO;90.3;2026-11-25;14
7591616000285;ALCOHOL ABSOLUTO X 240CC BIOFARCO;141.9;2026-11-25;137
7591616000308;ALCOHOL ABSOLUTO X 500CC BIOFARCO;211.56;;20
7596139004277;ALCOHOL AL 70% 240ML  SOMTEX;68.76;;3
7592044000113;ALCOHOL ANTISEPTICA AL 70% X 1000CC EL GUARDI;140.67;2031-02-25;716
7592044000083;ALCOHOL ANTISEPTICA AL 70% X 120CC EL GUARDIA;25.97;2031-02-25;1507
7592044000090;ALCOHOL ANTISEPTICA AL 70% X 240CC EL GUARDIA;42.4;2031-02-25;1369
7592044000106;ALCOHOL ANTISEPTICA AL 70% X 500CC EL GUARDIA;74.48;2031-02-25;1068
7591616001992;ALCOHOL ANTISEPTICO AL 70% X 1000ML BIOFARCO;307.02;;11
7593255000251;ALCOHOL ANTISEPTICO AL 70% X 240ML  ALNA;47.07;;55
7591808526258;ALDER CREMA ANTI-ESTRIAS 80G VITA;229.19;;19
7591196002693;ALERGOT AL 0.05% SOL OFT X 5CC OFTALMI;341.65;2024-09-25;100
7591196003430;ALFADYN 0,20% SOL OFT X 5ML OFTALMI;363.96;2025-08-25;497
733739100184;ALFALFA 650MG X 250 TAB NOW;498.07;;21
7592803003959;ALGIOL 2,5 MG COMP x 30 DOLLDER;183.18;2025-11-25;115
7592803003973;ALGIOL 5 MG COMP x 30 DOLLDER;196.08;2025-11-25;12
7592803004147;ALGIOL HCT 5MG - 6.25 MG 30 COMP DOLLDER;312.18;2025-06-25;142
7597467000733;ALGODON ROLLO 500GR PLUSMEDIC;185.33;;54
7592806133011;ALGOREN 10 MG EST. X 20 TABLETAS RONAVA;113.52;2028-10-25;103
7592806133028;ALGOREN 40 MG EST. X 20 TABLETAS RONAVA;141.9;;4
7591243801620;ALIPAL FORTE  D/N X 6 TAB  BIOTECH;101.97;2024-10-25;89
7591585116000;ALIVET 4D (DIAS X8CR + NOC X4CR) LETI;115.53;2025-10-25;224
7591585116178;ALIVET LIMON 10G GRA X 6 SOBRES GENVEN;179.81;2026-01-25;191
7591585116673;ALIVET NOCHE FORTE 10G GRAN X6 SOB LETI;190.33;2025-05-25;325
7591585216755;ALIVET PEDIAT 125MG-0,5MG/5ML SOL ORAL GENVEN;152.03;2026-03-25;24
7703763722686;ALLERFEX 120mg x 10 TAB REC PHARMETIQUE;145.99;2026-05-25;123
18906047594900;ALOPURINOL 100 MG X 100 TABLETAS JMW;268.59;2024-10-25;80
7598176000137;ALOPURINOL 100 MG X 30 TAB ANGELUS;103.66;2025-07-25;10
7591020005296;ALPRAM 0.5 MG X 30 TAB VALMOR;130.3;2028-10-25;1069
7591020005302;ALPRAM 1.0 MG X 30 TAB VALMOR;182.8;2027-11-25;1033
7591020005319;ALPRAM 2.0 MG X 30 TAB VALMOR;250.77;2027-10-25;1062
7591519317824;ALPRAMACK 1MG X 30 TAB MCK;88.96;;32
7591519000467;ALPRAZOLAM 0.5MG TAB X 30 CALOX;105.92;2026-08-25;223
7591519001495;ALPRAZOLAM 1MG TAB X 30 CALOX;152.85;2026-06-25;238
7598578000391;ALPRAZOLAM 1MG X 30 TAB DAC 55;43.34;;113
7598578000407;ALPRAZOLAM 2MG X 30 TAB DAC 55;46.05;;87
7592601201052;ALSART 160MG X 30 CAP MEYER;455.02;2026-01-25;500
7592601201021;ALSART 80MG X 10 CAP MEYER;140.49;2028-11-25;90
8902502117045;ALUMA D SUSPENSION 200 ML LATTAN;243.81;2026-04-25;19
7599028000596;ALUMBRE 20 G LYA;46.66;;1
7592806133042;ALURON TAB 100MG X 30 RONAVA;180.6;2027-09-25;112
7593090000089;AMARENFEM 150 MG X 1 CAPS BLANDA FC PHARMA;102.06;2025-08-25;85
7501165006072;AMARYL M 2MG  - 1000 MG X 16 COMP REC SANOFI;421.06;;18
7592454120203;AMBROXOL 15 MG/5ML JBE PED  X 120ML  LA SANTE;119.97;2025-04-25;93
7592454120302;AMBROXOL 30 mg/5 ml JBE X 120 ml AD  LA SANTE;150.48;;8
7598981000605;AMBROXOL JARABE PED 15MG/5ML X 120 ML JMW;65.74;2025-12-25;378
7594000850909;AMBROXOL PED JBE 15MG/5ML X 120ML BIOQUIMICA;95.95;2026-11-25;447
7594000851593;AMBROXOL-LORATADINA JBE 30MG/5ML X 120ML BIOQ;96.75;;59
8906112611290;AMICOPRA 500 MG/2ML IM/IV ADN MEDICAL;44.96;2026-03-25;2
8908003460512;AMIKACINA 100 MG/2 ML X 10 AMP KMPLUS;271.8;2025-04-25;38
736372230058;AMIKACINA 500MG IM/IV X 1 VIAL GLOBAL MEDIC;52.24;2024-10-25;225
6942189211454;AMIKACINA AMP 500MG/2ML  X 10 AMP KMPLUS;438.21;2025-07-25;86
8904180213057;AMINOFILINA 250MG/10ML (NEUMIFILIN) X5 AMP;152.61;2024-09-25;94
18906047595525;AMIODARONA + HIDROCLORURO 200MG X 100 TAB JMW;1365.94;2024-11-25;27
8904306500856;AMIODARONA - PRISMADARONE 200MG X100TAB PRISM;792.53;2026-07-25;6
7591243801750;AMIODARONA 200MG X 10 TAB BIOTECH;169.96;;1
7591020003131;AMIODARONA 200MG X 10 TAB GENCER;197.48;2028-07-25;382
7591020003247;AMLODIPINA 10 MG X 10 TAB GENCER;46.79;2024-12-25;114
7591519001358;AMLODIPINA 10MG x 10 TAB. CALOX;35.91;2025-10-25;400
7591585178176;AMLODIPINA 10MG x 10 TAB.GENVEN;29.04;2025-06-25;96
7597758000763;AMLODIPINA 10MG X 30 TAB ALESS PHARMACEUTICAL;40.2;2024-12-25;150
7591519001648;AMLODIPINA 10mg x 30 TAB. CALOX;72.51;2025-10-25;182
7592454887014;AMLODIPINA 5 MG TAB X 10 LA SANTE;40.92;2026-01-25;475
7592454889575;AMLODIPINA 5 MG TAB X 30  LA SANTE;98.8;2026-08-25;506
18906047595136;AMLODIPINA 5 MG X 100 TABLETAS JMW;54.13;2025-02-25;211
7598981002456;AMLODIPINA 5 MG X 30 TAB JMW;67.14;2026-05-25;354
8901463160855;AMLODIPINA 5MG / VLSARTAN 160MG TAB X 10 BIUM;110.0;2024-12-25;24
7591585178169;AMLODIPINA 5MG X 10 COMP LETI;35.7;2027-02-25;120
7591519001334;AMLODIPINA 5MG X 10 TAB. CALOX;36.78;2026-11-25;468
7591585278166;AMLODIPINA 5MG X 30 COMP LETI;75.22;2026-11-25;818
7597758000756;AMLODIPINA 5MG X 30 TAB ALESS PHARMACEUTICALS;36.98;2024-11-25;400
8903726266663;AMLODIPINA 5MG X 30 TAB BIUMAK;56.59;2025-10-25;43
7591519001655;AMLODIPINA 5MG X 30 TAB. CALOX;73.28;2027-10-25;240
7591585278173;AMLODIPINA COMP 10MG X 30 GENVEN;86.06;2026-02-25;139
7598176000359;AMLODIPINA-VALSARTAN 5/160MG X 30 TAB ANGELUS;190.4;2025-02-25;30
7591818210178;AMOVIN 500MG X 6 TAB COFASA;168.95;2025-04-25;97
7750215007204;AMOXIC./AC.CLAVULAN.250MG/62.5MG X 60ML SUSP;261.51;2025-06-25;222
18906047594481;AMOXICILI +ACIDO CLAVULANI 875/125MG X100 JMW;2314.45;2025-02-25;57
8901463131206;AMOXICILINA 125 MG/5 ML BIUMAK;66.11;2025-03-25;124
7703712033344;AMOXICILINA 250MG/5ML QUALITYMED;119.57;2026-01-25;83
7598252101024;AMOXICILINA 250MG/5ML X 60ML DISTRILAB;122.33;2026-06-25;321
7703763070282;AMOXICILINA 500MG CAP X 12 VZLA  LA SANTE;165.83;2025-04-25;133
7598981002463;AMOXICILINA 500MG X 10 CAPSULAS JMW;44.15;;2
7598578000025;AMOXICILINA 500MG X 10 TAB DAC55;83.44;2024-12-25;240
7598981000421;AMOXICILINA 500MG X 100 CAPSULAS JMW;434.8;2026-03-25;162
6921875011134;AMOXICILINA CAP 500 MG X 10 KMPLUS;54.36;2026-04-25;1183
7591585470492;AMOXICILINA CAP 500MG X 12 CAP GENVEN;146.53;;4
7592616576916;AMOXICILINA-AC.CLAV 500MG-125MG X10 TAB KIMIC;315.51;;55
7598578000292;AMOXICILINA-AC.CLAV 875MG-125MG 10 TAB DAC 55;216.72;;7
7591585173195;AMOXICILINA-AC.CLAV 875MG-125MG X14CR GENVEN;410.13;2025-11-25;428
7591519000610;AMOXICILINA/AC CLAV 400-57MG/5ML X 70 ML P.SU;348.63;2025-10-25;166
7591519000627;AMOXICILINA/AC CLAV 875MG/125MG X 14 TAB CALO;443.27;2025-10-25;240
7598800000137;AMOXICILINA/AC CLAV 875MG/125MGX14 TAB JD;5.1;2025-04-25;94
7591020000758;AMOXIVAL 250MG/5ML X 90 ML VALMOR;248.49;2025-11-25;207
7591020008082;AMOXIVAL 750MG/5ML X 70 ML VALMOR;365.02;2029-01-25;304
7591020080613;AMOXIVAL 875MG X 20 TAB REC VALMOR;514.76;2025-07-25;117
7591020009003;AMOXIVAL A.C. 250/62.50 MG X 60ML PPSO VALMOR;308.86;2025-11-25;60
7591020009010;AMOXIVAL A.C. 400/57 MG X 60ML PPSO VALMOR;444.57;2025-03-25;319
7591020000710;AMOXIVAL CAP 500MG X 12 VALMOR;175.49;2026-05-25;281
6942189304347;AMPICILINA SUSP ORAL PED 125MG/5ML X 100 ML K;85.98;2025-07-25;82
7591585213549;AMPROVIL 0,5 MG X 20 CAP LETI;261.31;2025-03-25;24
75971304;AMTACILYN 1.5GR AM IV/IM ALESS PHARMA;34.42;2025-04-25;189
7592454003063;ANALPER FEM PLUS 200mg-10mg TAB x 10 OTC;124.65;2025-10-25;207
7592454000802;ANALPER FORTE 650 mg TAB X 10 OTC;49.96;;48
7594001101581;ANANTY FORTE SUSP 160MG/5ML X 120ML PLUSANDEX;62.89;;138
7594001101673;ANANTY FORTE SUSP 160MG/5ML X 60ML PLUSANDEX;38.7;;328
7594001101024;ANANTY SUSP PEDIAT 120MG/5ML X 120ML PLUSANDE;77.4;;96
7593090001024;ANAPIR 400 MG X 10 CAPS BLANDAS FC PHARMA;64.8;;233
7591955003084;ANASMOL 2,5 MG X 30 TAB ROEMMERS;212.85;2025-03-25;65
7591955003091;ANASMOL 5MG X 30 TAB ROEMMERS;348.3;2025-05-25;56
7591955000878;ANASMOL COMP 2.5 MG X 10 ROEMMERS;157.38;2025-03-25;21
7591955000915;ANASMOL COMP 5MG X 10 ROEMMERS;206.4;2025-05-25;38
7592349911244;ANDANTOL JALEA X 20 G (NF) VARGAS;162.54;;3
7591619520636;ANGRIP FORTE DIA X 10/NOCHE X 4 COMP KLINOS;167.7;2025-05-25;437
7591619518985;ANGRIP NOCHE (500:3) MG X 4 COMP KLINOS;87.72;2027-05-25;111
7502214982446;ANILLO VIBRADOR VIBRAS DE PASION X1 + PRESER;290.55;2027-10-25;135
8906009231020;ANOMEX X 10 BLISTER SUPOSITORIOS BLISS GVS;238.53;;115
7594000490129;ANSILAN 0.5 MG X 30 ROWE;136.74;2024-05-25;272
7591519051889;ANTAAR 1,25MG X 30 TAB CALOX;151.93;2026-11-25;204
7591519317732;ANTAAR 10MG X 10 TAB CALOX;105.48;2025-01-25;118
7591519317749;ANTAAR 2,5MG + HCT 6,25MG X 10 TAB CALOX;103.84;;6
7591519317367;ANTAAR 2,5MG + HCT 6,25MG X 30 TAB CALOX;230.19;2027-01-25;60
7591519051872;ANTAAR 2,5MG X 30 TAB CALOX;177.88;2026-11-25;384
7591519317756;ANTAAR 5MG + HCT 6,25MG X 10 TAB CALOX;119.88;2025-08-25;258
7591519317343;ANTAAR 5MG + HCT 6,25MG X 30 TAB CALOX;309.89;2025-10-25;228
7591519317725;ANTAAR 5MG X 10 TAB CALOX;91.82;2026-11-25;186
7591519051896;ANTAAR 5MG X 30 TAB CALOX;192.61;2026-08-25;444
7467922681688;ANTIACIDO SABOR A CEREZA (ACIFAR) X40 TAB JMW;277.5;2025-08-25;128
7467922680025;ANTIACIDO SUSP ORAL FRESA (ACIFAR) 150 ML JMW;303.81;2026-11-25;421
7592349722925;ANTIFOM 40MG X 10 COMP VARGAS;127.43;;15
7592349001723;ANTIFOM 80mg/mL SUSP ORAL POR 20mL VARGAS;149.54;;384
7592349001068;ANTIFOM FORTE 160MG COMP. REC. x10 VARGAS;218.34;;124
7591821102095;ANTILAX 2mg TAB X 10 FARMA;81.82;2025-08-25;262
7591585214706;ANTUX 6MG/ML SOL ORAL X 180ML GENVEN;329.53;2026-03-25;237
7591196002785;APIRET 180 MG/5ML SOL ORAL X 120ML OFTALMI;109.31;2025-11-25;4453
7591196007155;APIRET 180 MG/5ML SOL ORAL X 60ML OFTALMI;60.18;2025-09-25;7118
7591196006462;APIRET 500 MG X 10 TAB OFTALMI;35.13;2026-11-25;4578
7592601000013;APLACAL 750MG DISP TAB MAST SAB BANANA MEYER;1588.4;2025-07-25;56
7592601000020;APLACAL 750MG DISP TAB MAST SAB FRAMB MEYER;1588.4;;48
7592601000037;APLACAL 750MG DISP TAB MAST SAB MANDARI MEYER;1588.4;2025-06-25;128
7592601303152;APLACAL 750MG X 10 TAB MAST SAB. MENTA MEYER;205.59;2025-01-25;95
7592601303176;APLACAL 750MG X 10 TAB MAST SAB.BANANA MEYER;195.79;2025-02-25;45
7592601303145;APLACAL 750MG X10 TAB MAST SAB.FRAMBUES MEYER;205.59;2025-01-25;1368
7592601303169;APLACAL 750MG X10TAB MAST SAB.MANDARINA MEYER;205.59;2025-02-25;54
7592601000044;APLACAL DISPENSADOR 750MG X 30 BLISTER MENTA;1588.4;2025-07-25;25
742033994696;APOSITOS CIRCULARES 100UND BRIUTCARE;119.31;2025-10-25;88
742033994689;APOSITOS CLASICOS 20UND BRIUTCARE;47.6;0000-00-00;10
742033994719;APOSITOS INFANTILES 20UND BRIUTCARE;47.55;2027-07-25;83
742033994702;APOSITOS MIXTOS 20UND BRIUTCARE;47.55;2028-01-25;41
733739110312;APPLE CIDER VINEGAR 450MG X 180 CAP NOW;679.18;2025-05-25;15
7593090000034;APYRENE 650 MG X 10 CAPS BLANDAS FC PHARMA;69.79;2025-05-25;12
7703281002024;AQUATOP CREMA REST. INTENSIVA X 250 G MEDIHEA;1289.99;2026-01-25;40
