codigo;codbarras;descrip;exisMerida;exisCaracas;exisOriente;marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
800787;7597758000787;ACETAMINOFEN 250 MG SUPOSITORIOS X 6 ALESS;205;433;269;ALESS;74.12;74.12;ESPECIALES;2025-11-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
141834;7592454003384;ACETAMINOFEN 500 MG DISP X 100 TAB LA SANTE;40;5;63;LA SANTE;223.43;223.43;MEDICAMENTOS;2025-01-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
37665;7591585376657;ACETAMINOFEN 500 MG X 10 COMP GENVEN;480;2976;480;LETI;26.44;26.44;MEDICAMENTOS;2026-02-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
07539;;ACETAMINOFEN 500 MG X 10 PROFARMACOS;0;0;151;PROFARMACOS;13.56;13.56;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
70120;7594000850626;ACETAMINOFEN 500MG TAB X 12 BIOQUIMICA;0;0;44;BIOQUIMICA;26.70;26.70;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
70019;7594000850633;ACETAMINOFEN 500MG TAB X 24 BIOQUIMICA;0;0;50;BIOQUIMICA;48.37;48.37;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
6601003;7591519004144;ACETAMINOFEN 500MG X 10 TAB  CALOX;393;541;370;CALOX;33.63;33.63;MEDICAMENTOS;2026-09-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
106311;18906047595013;ACETAMINOFEN 500MG X 100 TAB JMW;0;1;0;JMW;98.61;98.61;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
720105;720524031105;ACETAMINOFEN 500MG X 100 TAB LATTAN;123;0;153;LATTAN;108.36;108.36;MEDICAMENTOS;2024-12-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
140216;7592454000031;ACETAMINOFEN 500MG X 20 TAB   LA SANTE;0;22;1;LA SANTE;43.81;43.81;MEDICAMENTOS;2025-10-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
55986;7597758000596;ACETAMINOFEN 500MG X 20 TAB ALESS;3163;1124;385;ALESS;27.99;27.99;ESPECIALES;2025-04-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
17905;7591585179050;ACETAMINOFEN 650 mg TAB X 30LETI;0;0;131;LETI;76.24;76.24;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
70121;7594000851265;ACETAMINOFEN 650MG TAB X 20 BIOQUIMICA;0;0;23;BIOQUIMICA;59.97;59.97;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
6601005;7591519005264;ACETAMINOFEN 650MG X 10 TAB  CALOX;181;714;101;CALOX;38.24;38.24;MEDICAMENTOS;2026-12-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
6601015;7591519001228;ACETAMINOFEN 650MG X 10 TAB (MOROCHO) CALOX;162;456;110;CALOX;43.70;43.70;MEDICAMENTOS;2026-10-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
1061686;18906047594863;ACETAMINOFEN 650MG X 100 TAB JMW;0;0;47;JMW;136.36;136.36;MEDICAMENTOS;NULL;ACETAMINOFEN;0.00;0.00;0.000;0.000
37905;7591585479051;ACETAMINOFEN 650MG X 8 BLIST X 10 COMP LETI;113;97;44;LETI;210.94;210.94;MEDICAMENTOS;2026-01-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
07538;7594000850855;ACETAMINOFEN JBE 120MG/5ML X 100ML BIOQUIMICA;1516;1519;419;BIOQUIMICA;76.60;76.60;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
142748;7592454003100;ACETAMINOFEN JBE PED 150/5ML X120ML  LA SANTE;1;0;120;LA SANTE;84.93;84.93;MEDICAMENTOS;2025-09-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
55985;7597758000459;ACETAMINOFEN JBE PED 180/5ML X120ML ALESS;3299;2546;264;ALESS;65.07;65.07;ESPECIALES;2025-06-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
92204;7594000850824;ACETAMINOFEN JBE. 180MG X 120ML BIOQUIMICA;1650;506;249;BIOQUIMICA;88.69;88.69;MEDICAMENTOS;2026-04-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
301489;7598981001176;ACETAMINOFEN SUSP ORAL  120MG/5MG X 60ML JMW;21;247;289;UNILINK PHARMA;45.50;45.50;MEDICAMENTOS;2026-05-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
057184;6942189530159;ACETAMINOFEN SUSP ORAL 125MG/5ML X 60 ML KMPL;24;0;0;KMPLUS;65.45;45.82;MEDICAMENTOS;2024-12-25;ACETAMINOFEN;1.00;30.00;0.000;0.000
1064132;7598981000582;ACETAMINOFEN SUSPENSION 125 MG /5ML X60 JMW;1919;1161;982;UNILINK PHARMA;58.62;58.62;MEDICAMENTOS;2025-08-25;PARACETAMOL;0.00;0.00;0.000;0.000
057573;6921875008530;ACETAMINOFEN TAB 500 MG X 10 KMPLUS;1013;425;87;KMPLUS;19.97;19.97;MEDICAMENTOS;2025-10-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
11552;7594001101604;ACETAMINOFEN TAB 650MG X 10 PLUSANDEX;0;1160;0;PLUSANDEX;28.78;28.78;MEDICAMENTOS;2024-11-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
16001;7591519008494;ACETAMINOFEN-TRAMADOL 325/37,5mg x10 TA CALOX;240;37;94;CALOX;90.07;90.07;ESTUPEFACIENTE;2027-02-25;ACETAMINOFEN -TRAMADOL CLORHIDRATO ;0.00;0.00;0.000;0.000
76523;7591196006523;ACETAMINOFENO 500MG X30 TAB OFTALMI;216;229;240;OFTALMI;67.05;67.05;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
05302;7592806121018;ACETOBEN FRASCO 120 ML RONAVA;159;35;32;RONAVA;180.60;171.57;MEDICAMENTOS;2026-10-25;GUAIFENESINA;1.00;5.00;0.000;0.000
100340;7591020006156;ACEVAL 100MG/ML X 30ML GTAS  VALMOR;337;118;127;VALMOR;114.65;114.65;MEDICAMENTOS;2024-12-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
100333;7591020008839;ACEVAL 180MG/5ML X 120ML SOL VALMOR;852;175;124;VALMOR;119.80;119.80;MEDICAMENTOS;2025-03-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
37536;7591020000611;ACEVAL 650MG X 10 TAB VALMOR;1044;600;335;VALMOR;52.89;52.89;MEDICAMENTOS;2027-08-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
100332;7591020008471;ACEVAL 650MG X 50 TAB VALMOR;90;85;161;VALMOR;224.63;224.63;MEDICAMENTOS;2027-08-25;ACETAMINOFEN;0.00;0.00;0.000;0.000
100353;7591020009423;ACEVAL DIA ANTIG. 650MG X 20MG X 2MG 8 TAB VA;274;346;195;VALMOR;73.01;73.01;MEDICAMENTOS;2025-06-25;;0.00;0.00;0.000;0.000
100354;7591020009430;ACEVAL NOCHE ANTIG. 650MG X 4MG 6 TAB VALMOR;268;348;196;VALMOR;73.01;73.01;MEDICAMENTOS;2025-06-25;;0.00;0.00;0.000;0.000
11183;7591585111838;ACICLOR  TAB 1G X 10 LETI AP;54;82;33;LETI;665.80;665.80;MEDICAMENTOS;2026-09-25;ACICLOVIR ;0.00;0.00;0.000;0.000
05643;7591585311634;ACICLOR 5% CREMA X10G GENVEN;24;33;47;GENVEN;231.37;231.37;MEDICAMENTOS;2025-10-25;ACICLOVIR ;0.00;0.00;0.000;0.000
224251;8904306503475;ACICLOVIR (PRISMAVIR) 200 MG X 100 TAB PRISM;0;0;6;PRISM;355.05;355.05;MEDICAMENTOS;NULL;ACICLOVIR ;0.00;0.00;0.000;0.000
656595;7750215001905;ACICLOVIR 0,05% CREMA X 5G PORTUGAL;78;1;0;PORTUGAL;116.28;116.28;MEDICAMENTOS;2026-04-25;ACICLOVIR ;0.00;0.00;0.000;0.000
49010;7591519005639;ACICLOVIR 200 MG TAB X 25 CALOX;19;165;1;CALOX;176.39;176.39;MEDICAMENTOS;2026-10-25;ACICLOVIR ;0.00;0.00;0.000;0.000
60172;7598252101307;ACICLOVIR 200 MG X 100 TAB  DISTRILAB;3;3;6;DISTRILAB;197.11;197.11;MEDICAMENTOS;2025-01-25;ACICLOVIR ;0.00;0.00;0.000;0.000
565635;7750215003602;ACICLOVIR 200 MG X 100 TAB  PORTUGAL;0;13;0;PORTUGAL;360.67;360.67;MEDICAMENTOS;NULL;ACICLOVIR ;0.00;0.00;0.000;0.000
44012002;7591519001099;ACICLOVIR 5% X CREMA TOPICA CALOX;0;60;0;CALOX;152.73;152.73;MEDICAMENTOS;NULL;ACICLOVIR ;0.00;0.00;0.000;0.000
34825;7592348201117;ACICLOVIR 50MG CREMA TOPICA X 20G POLINAC;29;0;0;POLINAC;240.25;240.25;MEDICAMENTOS;2026-05-25;ACICLOVIR ;0.00;0.00;0.000;0.000
057182;6942189211324;ACICLOVIR CREM TOP 5% X 5 G KMPLUS;0;0;22;KMPLUS;54.91;54.91;MEDICAMENTOS;NULL;ACICLOVIR ;0.00;0.00;0.000;0.000
301170;7598981002029;ACICLOVIR CREMA 5% X 15 GR JMW;268;0;451;UNILINK PHARMA;95.73;95.73;MEDICAMENTOS;2024-12-25;ACICLOVIR ;0.00;0.00;0.000;0.000
22436;7591196003195;ACIDO ACETILSALICILICO 81 MG X 24 TAB OFTALMI;0;9;0;OFTALMI;102.30;102.30;MEDICAMENTOS;NULL;ACIDO ACETILSALICILICO;0.00;0.00;0.000;0.000
106110;7467922682173;ACIDO ACETISAL (NORPRIM) 81MG X 100TAB FARQUI;173;270;205;FARQUI;124.43;124.43;MEDICAMENTOS;2025-09-25;ACIDO ACETILSALICILICO;0.00;0.00;0.000;0.000
50282-1;8904159499772;ACIDO ASCORBICO 100MG ML X 10 AMP ADN;204;34;0;ADN MEDICAL;308.88;293.44;INYECTABLES;2024-08-25;VITAMINA C;1.00;5.00;0.000;0.000
70490;7594000850282;ACIDO ASCORBICO 100MG/5ML 30ML BIOQUIMICA;37;79;68;BIOQUIMICA;96.75;96.75;MEDICAMENTOS;2025-09-25;VITAMINA C;0.00;0.00;0.000;0.000
210323;1759825210;ACIDO ASCORBICO 500MG/5ML X 10 AMP DISTRILAB;38;48;0;DISTRILAB;243.01;243.01;INYECTABLES;2025-03-25;VITAMINA C;0.00;0.00;0.000;0.000
25921;7599028000787;ACIDO BORICO (VAGINAL) X 10 CAPS. LYA;113;8;34;LYA;79.84;79.84;PATENTADOS NATURALES;2027-01-25;ACIDO BORICO;0.00;0.00;0.000;0.000
56378;7599028000572;ÁCIDO BÓRICO 20 G LYA;191;149;152;LYA;54.32;54.32;PATENTADOS NATURALES;2026-11-25;ACIDO BORICO;0.00;0.00;0.000;0.000
1064277;8904180211565;ACIDO FOLICO (CIDOFOL) 5MG/ML X10 AMP SOL INY;763;793;392;JMW;469.56;469.56;INYECTABLES;2024-07-25;ACIDO FOLICO;0.00;0.00;1.000;1.000
10026;7591020004985;ACIDO FOLICO 10 MG / ML GTAS X 15ML GENCER;0;0;1;GENCER;177.83;177.83;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
00026;7591619501031;ACIDO FOLICO 10 MG / ML GTAS X 15ML KLINOS;605;397;212;KLINOS;225.75;225.75;MEDICAMENTOS;2026-10-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
17149;7591585171498;ACIDO FOLICO 10 MG X 20 TAB GENVEN;24;233;560;GENVEN;37.23;37.23;MEDICAMENTOS;2026-01-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
95476;7594001101338;ACIDO FOLICO 10MG TAB X 20 PLUSANDEX;0;480;1;PLUSANDEX;37.15;37.15;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
230119;;ACIDO FOLICO 10MG/2ML IM/IV X 10 AMP GLOBAL M;0;0;2;GLOBAL MEDIC;667.57;634.19;INYECTABLES;NULL;ACIDO FOLICO;1.00;5.00;0.000;0.000
230120;;ACIDO FOLICO 10MG/2ML IM/IV X 1AMP GLOBAL MED;422;290;0;GLOBAL MEDIC;66.76;63.42;INYECTABLES;2025-07-25;ACIDO FOLICO;1.00;5.00;0.000;0.000
7027;7594000851333;ACIDO FOLICO 10MG/ML SOL. GOTAS 30ML BIOQUIMI;0;0;12;BIOQUIMICA;145.12;145.12;MEDICAMENTOS;NULL;ACIDO FOLENICO (10 mg / ml);0.00;0.00;0.000;0.000
40391;7592601303190;ACIDO FOLICO 5 MG X 10 TAB MEYER;14;1;0;MEYER;11.88;11.88;MEDICAMENTOS;2025-06-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
40390;7592601300014;ACIDO FOLICO 5 MG X 20 TAB MEYER;25;342;0;MEYER;20.95;20.95;MEDICAMENTOS;2025-06-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
201031;7594001101314;ACIDO FOLICO 5 MG X 30 TAB  PLUSANDEX;0;402;0;PLUSANDEX;46.44;46.44;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
42449;7598981002449;ACIDO FOLICO 5 MG X 30 TAB JMW;1208;975;802;UNILINK PHARMA;39.91;39.91;MEDICAMENTOS;2025-05-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
31103;7592601301479;ACIDO FOLICO 5 MG X 30 TAB MEYER;0;0;2;MEYER;33.52;33.52;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
141201;17598252101571;ACIDO FOLICO AMP 10MG/2ML X 10 AMP DISTRILAB;78;10;12;DISTRILAB;444.09;444.09;INYECTABLES;2024-06-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
50103;7591619501048;ACIDO FOLICO CAJA X 3AMP KLINOS;61;29;26;KLINOS;300.57;300.57;INYECTABLES;2024-07-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
160214;7598813000339;ACIDO FOLICO COMP 10 MG X 10 TAB MM;119;115;110;KWALITY PHARMACEUTICAL INDIA;26.97;26.97;MEDICAMENTOS;2025-12-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
78536;7592349926194;ACIDO FOLICO COMP 10 MG X 20 G.C;0;0;2;GENERICOS DE CALIDAD;46.59;46.59;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
00024;7591619501024;ACIDO FOLICO COMP 10 MG X 20 KLINOS;1317;1481;725;KLINOS;64.50;64.50;MEDICAMENTOS;2027-07-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
98644;7591519004892;ACIDO FOLICO COMP 10MG X 20 CALOX;0;0;40;CALOX;47.97;47.97;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
08535;7591020008174;ACIDO FOLICO COMP 10MG X 30 GENCER;1138;389;162;GENCER;81.90;81.90;MEDICAMENTOS;2027-03-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
9701008;7591519001112;ACIDO FOLICO COMP 10MG X 30 TAB CALOX;0;8;0;CALOX;55.22;55.22;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
121212;7591619501017;ACIDO FOLICO COMP 5 MG X 20 KLINOS;97;209;204;KLINOS;41.28;41.28;MEDICAMENTOS;2028-07-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
20198;7591619000213;ACIDO FOLICO COMP 5 MG X 30 KLINOS;0;18;0;KLINOS;60.63;60.63;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
02805;7591585271488;ACIDO FOLICO COMP 5MG X 30 GENVEN;22;0;254;GENVEN;51.50;51.50;MEDICAMENTOS;2026-01-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
92779;7592601300779;ACIDO FOLICO GOTAS  X 15 ML MEYER;423;603;295;MEYER;202.14;202.14;MEDICAMENTOS;2025-12-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
291123;7598981001138;ACIDO FOLICO IM/IV 10MG/2ML X 10 AMP JMW;202;170;69;RAY LIFE SCIENCES;243.23;243.23;INYECTABLES;2026-02-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
92858;7594001101345;ACIDO FOLICO TAB  10MG X 30 PLUSANDEX;0;1168;0;PLUSANDEX;51.08;51.08;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
1062825;18906047595709;ACIDO SALICILICO UNGÜENTO 6% 20G JMW;145;152;389;UNILINK PHARMA;127.72;127.72;MEDICAMENTOS;2025-02-25;ACIDO SALICILICO ;0.00;0.00;0.000;0.000
1062739;18906047595532;ACIDO TRANEXAMICO 500MG X 100 TABLETAS JMW;6;27;78;JMW;971.98;971.98;INYECTABLES;2024-11-25;ACIDO TRANEXAMICO ;0.00;0.00;0.000;0.000
2024;7467922680018;ACIFAR (ANTIACIDO) SUSP ORAL MENTA 150 ML JMW;473;384;338;FARQUI;303.81;303.81;MEDICAMENTOS;2026-11-25;ALUMINIUM+MAGNESIUM+SIMETICONA;0.00;0.00;0.000;0.000
08026;7591519051865;ACLER 150MG X 1 TAB MCK;250;238;73;MCK;184.69;184.69;MEDICAMENTOS;2025-05-25;ACIDO IBANDRONICO ;0.00;0.00;0.000;0.000
779249;7795368002249;ACRYLARM (ACIDO POLIA) GEL 0.2% X10G POEN;114;4;24;POEN;828.17;828.17;MEDICAMENTOS;2026-08-25;ADAPALENO+CLINDAMICINA;0.00;0.00;0.000;0.000
3014822;7841134017822;ACUAFIL(DEXTRAN+HIDROXIPR)0.1%0.05SOL OFT10ML;16;24;24;JMW;196.75;196.75;MEDICAMENTOS;2025-10-25;HIDROXIPROPIL METILCELULOSA;0.00;0.00;0.000;0.000
174593;7591309003692;ADEL UNGUENTO 50GR PYB;0;183;805;PONCE Y BENZO;136.26;136.26;MEDICAMENTOS;NULL;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00043;7591844000590;ADEMINA DERMOPROTECTORA 3E X 60GR ETIFAR;0;0;4;ETIFAR;161.25;161.25;MEDICAMENTOS;NULL;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00153;7591844000712;ADEMINA GEL ANTIBACTERIAL 100ML ETIFAR;20;94;63;ETIFAR;64.50;64.50;MEDICAMENTOS;2025-09-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00151;7591844000743;ADEMINA KIDS LOC HIDRAT BLANCA 170GR ETIFAR;40;0;40;ETIFAR;99.33;99.33;MISCELANEOS;2026-07-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00152;7591844000750;ADEMINA KIDS LOC HIDRAT ROSADA 170GR ETIFAR;17;48;50;ETIFAR;99.33;99.33;MISCELANEOS;2026-07-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00154;7591844000729;ADEMINA KIDS REVITAL.CAPILAR 200ML ROS ETIFAR;17;26;55;ETIFAR;77.40;77.40;MISCELANEOS;2026-04-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00146;7591844000583;ADEMINA KIDS X 60GR ETIFAR;0;19;13;ETIFAR;154.80;154.80;MEDICAMENTOS;2026-04-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
100147;7591844000439;ADEMINA PLUS 30GR ETIFAR;0;0;122;ETIFAR;135.45;135.45;MEDICAMENTOS;NULL;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
00148;7591844000446;ADEMINA PLUS 60GR ETIFAR;0;0;29;ETIFAR;148.35;148.35;MEDICAMENTOS;NULL;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
000150;7591844000606;ADEMINA SOL.JAB. 190CC. ETIFAR;15;103;140;ETIFAR;66.42;66.42;MISCELANEOS;2026-09-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
10016;7597467001570;ADH DURAPOR 2X10YDS PLASTIC COVER 1X6PROMEINT;6;53;17;PLUSMEDIC;853.22;853.22;MISCELANEOS;2027-04-25;;0.00;0.00;0.000;0.000
10019;7597467001617;ADH MICROP. 2X10YDS PLASTIC COVER 1X6PROTEINT;18;5;8;PLUSMEDIC;534.25;534.25;DESCARTABLES;2025-04-25;;0.00;0.00;0.000;0.000
29017;7597467001600;ADH MICROP.1/2X10YDS PLASTIC COVE 1X24PROTEIN;19;4;10;PLUSMEDIC;734.35;734.35;MISCELANEOS;2025-04-25;;0.00;0.00;0.000;0.000
10018;7597467001594;ADH MICROP.1X10 YDS PLASTIC COVER1X12 PROTEIN;46;12;9;PLUSMEDIC;617.06;617.06;DESCARTABLES;2025-04-25;;0.00;0.00;0.000;0.000
23022;7597467001655;ADH TRANS. 2X10 YDS PLASTIC COVER 1X6 PROTEIN;27;24;12;PLUSMEDIC;598.71;598.71;MISCELANEOS;2027-04-25;;0.00;0.00;0.000;0.000
10021;7597467001631;ADH TRANS.1X10 YDS PLASTIC COVER 1X12 PROTEIN;23;13;13;PLUSMEDIC;598.18;598.18;DESCARTABLES;2025-04-25;;0.00;0.00;0.000;0.000
8610020;7597467001648;ADH TRANSP.1/2X10 YDS PLASTIC COVE 1X24PROME.;27;6;13;PLUSMEDIC;773.67;773.67;DESCARTABLES;2027-04-25;;0.00;0.00;0.000;0.000
23015;7597467001587;ADH.DURAPOR 1X10 YDS PLASTIC COVER X12PROMEIN;2;0;6;PLUSMEDIC;948.31;948.31;MISCELANEOS;2027-04-25;;0.00;0.00;0.000;0.000
