id;product_info;row_1;medicine_type;barcode;price;stock;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;laboratory;price_usd
000060;ALCOHOL ANTISEPTICO 70% 500CC ALNA;0010;EQUIPOS MEDICOS;7593255000268;81.63;11;0;0;0;0.00;NO;     ; ;0;0;0025;ALNA;2.25;
000061;ALCOHOL ANTISEPTICO 70% 950CC ALNA;0010;EQUIPOS MEDICOS;7593255000275;158.18;4;0;0;0;0.00;NO;     ; ;0;0;0025;ALNA;4.36;
000062;ALIVIAMED  ROLL-ON 25G LYA;0001;RECETURA;7591012045003;48.25;5;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;1.33;
000064;ALIVIAMED CREMA 50 GR LYA;0001;RECETURA;7599028000381;78.00;10;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;2.15;
000066;ALKA SELTZER CAJA  X  60 TAB BAYER;0003;COMERCIAL CAJA;7702123006787;699.84;90;0;0;0;0.00;NO;     ; ;0;0;0028;BAYER;19.29;
000070;AMBROXOL 15 MG X 10 COMP ZUZU;0003;COMERCIAL CAJA;8906078136097;25.03;90;0;0;0;0.00;NO;     ; ;0;0;0008;ZUZU;0.69;
000071;AMBROXOL 15MG/5ML PED X 120 ML KIMICEG;0002;KIMICEG;7592616005010;75.97;12;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;2.14;
000072;AMBROXOL 30 MG X 10 COMP ZUZU;0003;COMERCIAL CAJA;8906078136103;35.55;262;0;0;0;0.00;NO;     ; ;0;0;0008;ZUZU;0.98;
000074;AMIKACINA 100MG/2ML CAJA X 10 AMPOLLA VITALIS;0007;AMPOLLA;7707236124632;261.22;7;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.20;
000076;AMINOFILINA 250MG/10ML I,V X 1 AMPOLLA BIOSANO;0007;AMPOLLA;7800061020107;29.39;72;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;0.81;
000078;AMIODARONA 200 MG  X 10 TAB LAND;0003;COMERCIAL CAJA;7598008000113;113.56;45;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;3.13;
000079;AMITRIPTILINA 25MG CAJA X 400 TAB X 40 BLIST LAPROF;0006;BLISTER;7703038050063;725.60;96;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;20.00;
000082;AMLODIPINA 10 MG CAJA X 100 TAB X 10 BLIST LAND;0006;BLISTER;7598008000120;125.89;23;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;3.47;
000083;AMLODIPINA 10 MG X 20 TAB KIMICEG;0002;KIMICEG;7592616014029;50.75;43;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;1.45;
000084;AMLODIPINA 10 MG X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179732842;47.16;55;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;1.30;
000085;AMLODIPINA 10MG X 10 TAB ADN;0003;COMERCIAL CAJA;8904159414515;10.16;44;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;0.28;
000086;AMOXI+ACD CLAVULA 250/62,5MG 5ML X 60 ML SPEFAR;0004;SPEFAR;7590027002710;156.59;487;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;4.32;
000089;AMOXICILINA 250MG/5ML POLVO 45ML SPEFAR;0004;SPEFAR;7590027000167;91.74;396;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;2.54;
000094;AMOXICILINA+A CLAV 250MG+62,5 X 60ML PORTUGAL;0005;JARABE;7750215007204;216.59;8;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;5.97;
000095;AMOXIPRAD-CL 875/125MG X 16 TAB DPT;0003;COMERCIAL CAJA;791466996319;251.07;30;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;6.92;
000096;AMOXIPRAD-CLS 600/42,9MG X 5 ML SUSP DPT;0005;JARABE;791466994964;252.51;194;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;6.96;
000100;ANDANTOL JALEA X  20G VARGAS;0012;VARGAS;7592349911244;156.80;29;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.42;
000102;ANOMEX ANTI-HEMORROIDAL X 10 SUP TIARES;0003;COMERCIAL CAJA;8906009231020;227.48;54;0;0;0;0.00;NO;     ; ;0;0;0039;TIARES;6.27;
000103;ANTIACIDO ANTIFLAT MENTA SUSP 150 ML COASPHARMA;0005;JARABE;7703712030091;78.59;100;0;0;0;0.00;NO;     ; ;0;0;0011;COASPHARMA;2.17;
000104;ANTIFOM 80MG/ML SUSP ORAL 20ML VARGAS;0012;VARGAS;7592349001723;144.90;24;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;4.01;
000105;ANTIFOM FORTE 160MG X 10 COMP VARGAS;0012;VARGAS;7592349001068;211.58;80;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;5.85;
000106;ANTIFOM COM/REC 40MG X10 VARGAS;0012;VARGAS;7592349722925;123.48;100;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.41;
000107;BRIXFLU- 2 CAJA X 100 TAB X 10 BLIST  BRIXMEDIC;0006;BLISTER;BRIXFLU-2;246.70;62;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.80;
000108;BRIXFLU- 4 CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;BRIXFLU-4;246.70;48;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;6.80;
000112;APROLOL (BISOPROLOL) 2,5MG X 30 TAB FONTI;0003;COMERCIAL CAJA;8904187862395;48.25;5;0;0;0;0.00;NO;     ; ;0;0;0042;FONTI;1.33;
000113;APYRENE ACETAMINOFEN 650MG X 10 CAP FC PHARMA;0011;FC FARMA;7593090000034;85.29;8;0;0;0;0.00;NO;     ; ;0;0;0037;FC PHARMA;2.36;
000114;ARBELLA35 CIPROT+ETINILESTRA X 21 FAHD;0003;COMERCIAL CAJA;1831784395872;237.63;36;0;0;0;0.00;NO;     ; ;0;0;0014;FAHD;6.55;
000115;ARCODEX 120MG ETORICIXIB X 7 TAB PORTUGAL;0003;COMERCIAL CAJA;7750215023792;181.40;10;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;5.00;
000117;ARESAN 20 MG X 30 TAB BIOTECH;0013;BIOTECH;7591243802092;172.14;13;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;4.75;
000118;ARESAN 40 MG X 30 TAB BIOTECH;0013;BIOTECH;7591243802115;293.01;50;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;8.08;
000120;ARTROVIT GEL 120 GR TRIPLE ACCION;0008;CREMAS;7596526000493;136.04;1669;0;0;0;0.00;NO;     ; ;0;0;0045;NATURLIFES;3.75;
000123;ATENOLOL 100MG CAJA X 140 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130230831;179.22;4;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;4.94;
000127;ATENOLOL 50 MG X 20 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8906122851464;23.22;30;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.64;
000128;ATENOLOL 50MG CAJA X 100 TAB X 10 BLIST LAND;0006;BLISTER;7598008000175;62.76;7;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;1.73;
000129;ATENOLOL 50MG X 30 TAB ARTE MEDICO;0003;COMERCIAL CAJA;8904179733900;31.20;23;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;0.86;
000130;ATORVASTATINA (DROLIPI) 40MG X 10 TAB DPT;0003;COMERCIAL CAJA;791466993417;31.94;64;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;0.88;
000131;ATORVASTATINA (DROLIPI) 20MG X 10 TAB DPT;0003;COMERCIAL CAJA;791466993400;22.64;47;0;0;0;0.00;NO;     ; ;0;0;0035;DPT;0.62;
000139;ATORVASTATINA 80MG X 20 COMP SPEFAR;0003;COMERCIAL CAJA;7590027002567;128.84;430;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;3.55;
000140;ATROVERAN 10MG/ML GOTAS 15ML VARGAS;0005;JARABE;7592349722161;194.25;10;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;5.37;
000143;AZITROMICINA 200MG/5ML X 15 ML SUSP PORTUGAL;0005;JARABE;7750215017562;149.47;23;0;0;0;0.00;NO;     ; ;0;0;0034;PORTUGAL;4.12;
000144;AZITROMICINA 500 MG X 5 TAB ARTE MEDICO;0003;COMERCIAL CAJA;7770108671039;79.82;226;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.20;
000146;AZITROMICINA 500MG CAJA X 60 TAB X  20  BLIST LAPROFF;0009;BLISTER;7703038131663;1033.62;26;0;0;0;0.00;NO;     ; ;0;0;0007;LAPROFF;28.49;
000147;AZITROMICINA 500MG CAJA X 3 TAB ANGELUS;0003;COMERCIAL CAJA;7598176000052;63.13;465;0;0;0;0.00;NO;     ; ;0;0;0049;ANGELUS;1.74;
000148;AZITROMICINA 500mg X 5 COMP SPEFAR;0003;COMERCIAL CAJA;7590027002451;102.31;469;0;0;0;0.00;NO;     ; ;0;0;0004;SPEFAR;2.82;
000149;AZITROMICINA SUSP 200MG-5ML  30ML MABINE;0005;JARABE;8906154610008;129.52;32;0;0;0;0.00;NO;     ; ;0;0;0050;MABI & NE;3.57;
000150;AZTREONAM 1 G I,M/I,V AMP X 1 UNID VITALIS;0007;AMPOLLA;7707236123369;263.39;9;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.26;
000152;AZUFRE CREMA 50 GR LYA;0001;RECETURA;7591012041221;60.22;8;0;0;0;0.00;NO;     ; ;0;0;0001;LYA;1.66;
000153;BACILLUS CLAUSII 2000M/5ML ORAL CJ X 10 LAND;0003;COMERCIAL CAJA;7598008002063;290.24;236;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;8.00;
000155;BACITRACINA DERMICO 500UI/G X 15G KIMICEG;0008;CREMAS;7592616021010;114.95;107;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;3.18;
000157;BARROCUTINA GEL LIMPIADOR FACIAL 120ML FC PHARMA;0020;MISCELANEOS;7593090002397;281.52;12;0;0;0;0.00;NO;16.00; ;0;0;0037;FC PHARMA;7.86;
000158;BARROCUTINA TON FACIAL ASTRINGENTE 120ML FC PHARMA;0020;MISCELANEOS;7593090000577;292.78;15;0;0;0;0.00;NO;16.00; ;0;0;0037;FC PHARMA;8.18;
000160;BETADERM CON GENTAMICINA 0,1/0,1 % 15G BIOTECH;0008;CREMAS;7591243804041;119.49;96;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.30;
000161;BCAA 3000 AMINOACIDOS 650MG 50 CAPS NATURLIFES;0003;COMERCIAL CAJA;7596526001346;166.53;43;0;0;0;0.00;NO;     ; ;0;0;0045;NATURLIFES;4.59;
000162;BECLOMETASONA 200MCG/200D INHALADOR MABINE;0023;INHALADOR;438101012408;207.16;6;0;0;0;0.00;NO;     ; ;0;0;0050;MABI & NE;5.71;
000167;BETADERM 0,05% CREMA 15 G BIOTECH;0013;BIOTECH;7591243804140;113.31;109;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.13;
000168;BETADERM PLUS CREMA 15G BIOTECH;0013;BIOTECH;7591243804164;129.16;96;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.56;
000169;BETADILOL (CARVEDIL) 6,25MG X 30 TAB FONTI;0003;COMERCIAL CAJA;8904187831728;54.78;13;0;0;0;0.00;NO;     ; ;0;0;0042;FONTI;1.51;
000171;BETAGEN 12MG/3ML AMPOLLA 3ML BIOTECH;0007;AMPOLLA;7591243804331;119.04;112;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.28;
000172;BETAGEN 4MG/ML AMPOLLA 1ML BIOTECH;0013;BIOTECH;7591243804287;87.75;26;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;2.42;
000173;BETAGEN SOLSPEN AMPOLLA 1 ML BIOTECH;0013;BIOTECH;7591243804409;128.19;944;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.55;
000175;BETAMETA+CLOTRIM+NEOMIC CREMA X 15GR ARTE MEDICO;0008;CREMAS;731946648444;47.89;1086;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;1.32;
000177;BETAMETASONA 4MG/ML I,M/I,V CAJA X 10 AMP JL;0007;AMPOLLA;7598650000172;232.19;23;0;0;0;0.00;NO;     ; ;0;0;0010;JL;6.40;
000180;BETRICORT CREMA 30 G GEOLAB;0008;CREMAS;7899095203266;121.90;239;0;0;0;0.00;NO;     ; ;0;0;0046;GEOLAB;3.36;
000181;BICARBONATO DE SODIO  FRASCO X 200G ARAGUANEY;0001;RECETURA;769503302270;72.56;38;0;0;0;0.00;NO;     ; ;0;0;0005;SURTIDA;2.00;
000182;BIOAIR MONTELU+DESLORAT 10MG/5MG X 10TAB BIOVENEZUELA;0003;COMERCIAL CAJA;8904324100410;71.11;70;0;0;0;0.00;NO;     ; ;0;0;0017;BIOVENEZUELA;1.96;
000184;BIOCLORFEN  10MG/1ML I,V I,M CAJA X 10 AMP BIOGLASS;0007;AMPOLLA;7598455000285;98.32;10;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;2.71;
000186;BIODIPINA NIFEDIDINA LP X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707167;161.45;300;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;4.45;
000187;BIOEZ ESOMEPRAZOL 20MG X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707112;100.21;22;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;2.76;
000188;BIOFENAP (Diclofen Pot )75mg/3ml CAJA X 10 AMP BIOGLASS;0007;AMPOLLA;7598455000193;426.65;45;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;11.76;
000189;BIOFENIT (FENITOINA) 250MG/5ML CAJA X 1O AMP BIOGLASS;0007;AMPOLLA;7598455000209;404.16;3;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;11.14;
000191;BIONAPRIL ENALAPRIL 10MG X 30 TAB BIO-MERCY;0003;COMERCIAL CAJA;8904210707051;55.15;21;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;1.52;
000192;BIONAPRIL ENALAPRIL 20MG X 30 TAB BIO- MERCY;0003;COMERCIAL CAJA;8904210707044;54.06;7;0;0;0;0.00;NO;     ; ;0;0;0023;BIO-MERCY;1.49;
000193;BIOSETRON  8MG/4ML I,V/I,M AMP X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000278;240.17;2;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;6.62;
000194;BIOTRANEX  500MG/5ML I,V CAJA X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000162;388.56;6;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;10.71;
000195;BIOVIT C (ACD ASCOR) I,M/I,V X 10 AMP BIOGLAS;0007;AMPOLLA;7598455000155;255.77;30;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;7.05;
000196;BIPERIDENO 2MG X 15 TAB BLISTER MK;0006;BLISTER;S/C000195;93.24;600;0;0;0;0.00;NO;     ; ;0;0;0055;MK;2.57;
000197;BIPROLIL  2,5 MG X 15 COMP VARGAS;0012;VARGAS;7592349723618;95.55;29;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;2.64;
000198;BIPROLIL 5MG X 15 COMP VARGAS;0012;VARGAS;7592349723557;109.76;26;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.04;
000199;BIPROLIL 2,5 MG X 30 COMP VARGAS;0012;VARGAS;7592349001563;142.80;33;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.94;
000200;BIPROLIL 5MG X 30 COMP VARGAS;0012;VARGAS;7592349001570;142.80;22;0;0;0;0.00;NO;     ; ;0;0;0038;LABORATORIOS VARGAS;3.95;
000202;BISOPROLOL 10 MG X 10 TAB KMPLUS;0003;COMERCIAL CAJA;S/C000201;33.01;6;0;0;0;0.00;NO;     ; ;0;0;0012;KMPLUS;0.91;
000203;BISOPROLOL 10MG X 30 TABL FARMAMED;0003;COMERCIAL CAJA;8906082150997;25.76;7;0;0;0;0.00;NO;     ; ;0;0;0015;FARMAMED;0.71;
000204;BISOPROLOL 2,5 MG CAJA  X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130230886;165.80;1;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;4.57;
000206;BISOPROLOL 5MG CAJA X 100 TAB X 10 BLIST BRIXMEDIC;0006;BLISTER;8906130230893;191.56;7;0;0;0;0.00;NO;     ; ;0;0;0031;BRIXMEDIC;5.28;
000207;BISOPROLOL 5MG X 30 TAB EDS PHARMA;0003;COMERCIAL CAJA;8904324102001;66.39;33;0;0;0;0.00;NO;     ; ;0;0;0056;EDS PHARMA;1.83;
000208;BISOPRUNI (BISOPROLOL) 5MG X 30 TAB UNIPHARMA;0003;COMERCIAL CAJA;7467922681626;106.30;6;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;2.93;
000211;BLOCAX PLUS 16MG/12,5MG X 30 TAB BIOTECH;0013;BIOTECH;7591243805420;274.70;67;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;7.58;
000212;BOOZSPORT CREMA 40 G BOOZ;0008;CREMAS;7597072001187;51.88;8;0;0;0;0.00;NO;     ; ;0;0;0053;BOOZ;1.43;
000215;BRAL 500 MG X 20 TAB BIOTECH;0013;BIOTECH;7591243807202;139.18;234;0;0;0;0.00;NO;     ; ;0;0;0044;BIOTECH;3.84;
000216;BREMOL NAPRO/PARACE 275/300MG  X 15TAB ARTE MEDICO;0003;COMERCIAL CAJA;7501384506056;106.30;58;0;0;0;0.00;NO;     ; ;0;0;0032;ARTE MEDICO;2.93;
000220;BRODLIN 0,005MG/5ML JARABE 120 ML  ZUOZ;0014;ZUOZ;7591651896805;161.70;12;0;0;0;0.00;NO;     ; ;0;0;0059;ZUOZ PHARMA;4.47;
000221;BROMETO DE IPRÁTOPIO 0,25MG/ML TEUTO;0015;GOTAS;7896112114413;135.69;407;0;0;0;0.00;NO;     ; ;0;0;0069;TEUTO;3.74;
000222;BROMURO DE ROCURONIO 10MG/5ML I,V X 1AMP VITALIS;0007;AMPOLLA;7709990706628;271.01;48;0;0;0;0.00;NO;     ; ;0;0;0013;VITALIS;7.47;
000227;BUPIGLAS HIPERBARA 15+240MG 3ML CAJA  X 10 AMP BIOGLASS;0007;AMPOLLA;7598455000346;1347.08;3;0;0;0;0.00;NO;     ; ;0;0;0054;BIOGLAS;37.13;
000228;BUPIVACAINA CLORHI 50MG/10ML AMP X 1 BIOSANO;0007;AMPOLLA;7800061065306;67.48;110;0;0;0;0.00;NO;     ; ;0;0;0022;BIOSANO;1.86;
000229;CABERGUNI (CABERGOLINA) 0,5MG X 4TAB UNIPHARMA;0003;COMERCIAL CAJA;7598852000796;270.29;21;0;0;0;0.00;NO;     ; ;0;0;0057;UNIPHARMA;7.45;
000231;CALCITRIOL 0,25 MCG CAJA X 30 CAPS COLMED;0003;COMERCIAL CAJA;7703153011468;96.63;56;0;0;0;0.00;NO;     ; ;0;0;0062;COLMED;2.66;
000233;CALMEX-8 CAJA X 100 TAB X 10 BLIST;0006;BLISTER;7467922682760;478.90;1;0;0;0;0.00;NO;     ; ;0;0;0064;FARQUI;13.20;
000234;CANDEPRA 8 MG CAJA X 28 COMP ADN;0003;COMERCIAL CAJA;8906112611412;108.84;61;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;3.00;
000235;CANDEPRA 16 MG CAJA X 28 COMP ADN;0003;COMERCIAL CAJA;8906112611429;141.85;60;0;0;0;0.00;NO;     ; ;0;0;0019;ADN MEDICAL;3.91;
000236;CANDESARTAN 8MG CAJA X 30 TAB ANGELUS;0003;COMERCIAL CAJA;7598176000694;160.36;92;0;0;0;0.00;NO;     ; ;0;0;0049;ANGELUS;4.42;
000238;CAPLAM (ALPRAZOLAM) 0.5MG X 30 TAB SNC PHARMA;0025;PSICOTROPICOS;724373531090;173.58;74;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;4.81;
000239;CAPLAM (ALPRAZOLAM) 1MG X 30 TAB SNC PHARMA;0025;PSICOTROPICOS;781100195765;236.78;77;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;6.56;
000243;CAPTOPRIL 25 MG  CAJA X 10 TAB LAND;0003;COMERCIAL CAJA;7598008000236;17.41;55;0;0;0;0.00;NO;     ; ;0;0;0006;LAND;0.48;
000244;CAPTOPRIL 25 MG X 30 TABL BLUE MEDICAL;0003;COMERCIAL CAJA;7598127001510;50.43;42;0;0;0;0.00;NO;     ; ;0;0;0066;BLUE MEDICAL;1.39;
000245;CAPTOPRIL 25MG CAJA X 20 TAB KIMICEG;0002;KIMICEG;7592616576145;60.38;56;0;0;0;0.00;NO;     ; ;0;0;0002;KIMICEG;1.67;
000247;SORKINOX (CARB + LEVOD) 250/25MG X 30 TAB SNCPHARMA;0016;SNC PHARMA;7595368012732;463.37;10;0;0;0;0.00;NO;     ; ;0;0;0065;SNC PHARMA;13.06;
