product_id;barcode;name;stock_merida;stock;stock_oriente;brand;price_usd;price_ves_discount;group;due_date;active_ingredient;scale;discount_per_scale;bonus;bonus_amount
57455;7599028000053;ACEITE DE RICINO 30 CC LYA;228;109;141;LYA;97.76;97.76;PATENTADOS NATURALES;2026-04-25;ACEITE DE RICINO;0.0;0.0;0.0;0.0
15744;7597134000103;ACEITE DE RICINO X 120 ML LA ABEJITA;7;0;0;LA ABEJITA;183.82;183.82;PATENTADOS NATURALES;2025-04-25;ACEITE DE RICINO;0.0;0.0;0.0;0.0
25925;7599028000060;ACEITE MINERAL 30 CC LYA;144;27;0;LYA;69.81;69.81;PATENTADOS NATURALES;2025-02-25;ACEITE MINERAL ;0.0;0.0;0.0;0.0
890481;8904278577481;ACEITE RELAJANTE DE MASAJE PARA BEBE FAHD;37;0;0;FAHD;107.03;107.03;MISCELANEOS;2025-04-25;;0.0;0.0;0.0;0.0
09288-1;7591616000131;ACEITE RICINO 30ML BIOFARCO;56;111;0;BIOFARCO;91.85;91.85;PATENTADOS NATURALES;2027-05-25;ACEITE DE RICINO;0.0;0.0;0.0;0.0
09222;7596139000101;ACEITE RICINO PLUS X 30ML SOMA;244;275;106;SOMA;79.27;75.31;PATENTADOS NATURALES;2026-04-25;ACEITE DE RICINO;1.0;5.0;0.0;0.0
312026;7795380043091;ACEMUK 100 ML JBE MEYER;0;6;0;MEYER;609.31;609.31;MEDICAMENTOS;;N-ACETILCISTEINA;0.0;0.0;0.0;0.0
10990;7591196004802;ACETAB 250MG X 20 TAB OFTALMI;133;25;3;OFTALMI;526.83;526.83;MEDICAMENTOS;2025-02-25;ACETAZOLAMIDA (250 mg);0.0;0.0;0.0;0.0
606387;7591196006387;ACETAMINOFEN 120MG/5ML JBE 120ML OFTALMI;398;0;0;OFTALMI;94.39;94.39;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
76486;7591196006486;ACETAMINOFEN 120MG/5ML JBE 60ML OFTALMI;1;0;0;OFTALMI;67.48;67.48;MEDICAMENTOS;2026-10-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
800770;7597758000770;ACETAMINOFEN 125 MG SUPOSITORIOS X 6 ALESS;17;383;255;ALESS;68.72;68.72;MEDICAMENTOS;2025-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
17778;7591585177780;ACETAMINOFEN 180MG/5ML JBE X 90ML GENVEN;983;751;123;GENVEN;62.09;62.09;MEDICAMENTOS;2026-05-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
800787;7597758000787;ACETAMINOFEN 250 MG SUPOSITORIOS X 6 ALESS;0;376;263;ALESS;80.75;80.75;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
141834;7592454003384;ACETAMINOFEN 500 MG DISP X 100 TAB LA SANTE;0;0;14;LA SANTE;254.55;254.55;MEDICAMENTOS;2025-01-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
37665;7591585376657;ACETAMINOFEN 500 MG X 10 COMP GENVEN;716;1701;0;LETI;24.65;24.65;MEDICAMENTOS;2026-02-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
60015;7599608000015;ACETAMINOFEN 500 MG X 10 TAB ZUZU;0;0;9;ZUZU;16.45;16.45;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
70019;7594000850633;ACETAMINOFEN 500MG TAB X 24 BIOQUIMICA;0;0;15;BIOQUIMICA;48.37;48.37;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
6601003;7591519004144;ACETAMINOFEN 500MG X 10 TAB  CALOX;124;506;382;CALOX;33.63;33.63;MEDICAMENTOS;2027-04-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
55986;7597758000596;ACETAMINOFEN 500MG X 20 TAB ALESS;2798;866;370;ALESS;39.82;39.82;MEDICAMENTOS;2025-04-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
27905;7591585279057;ACETAMINOFEN 650 mg TAB X 10LETI;3424;4926;0;LETI;19.76;19.76;MEDICAMENTOS;2026-03-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
60022;7599608000022;ACETAMINOFEN 650 MG X 10 TAB ZUZU;0;0;200;ZUZU;22.48;22.48;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
6601005;7591519005264;ACETAMINOFEN 650MG X 10 TAB  CALOX;0;862;209;CALOX;38.24;38.24;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
37905;7591585479051;ACETAMINOFEN 650MG X 8 BLIST X 10 COMP LETI;53;48;25;LETI;229.55;229.55;MEDICAMENTOS;2026-01-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
07538;7594000850855;ACETAMINOFEN JBE 120MG/5ML X 100ML BIOQUIMICA;193;298;195;BIOQUIMICA;76.6;76.6;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
60039;7599608000039;ACETAMINOFEN JBE 120MG/5ML X 120ML ZUZU;67;9;54;ZUZU;49.34;49.34;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
55985;7597758000459;ACETAMINOFEN JBE PED 180/5ML X120ML ALESS;0;384;92;ALESS;89.28;89.28;MEDICAMENTOS;;ACETAMINOFEN;0.0;0.0;0.0;0.0
92204;7594000850824;ACETAMINOFEN JBE. 180MG X 120ML BIOQUIMICA;499;67;145;BIOQUIMICA;97.56;97.56;MEDICAMENTOS;2026-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
301489;7598981001176;ACETAMINOFEN SUSP ORAL  120MG/5MG X 60ML JMW;349;169;258;UNILINK PHARMA;45.66;45.66;MEDICAMENTOS;2026-05-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
075023;6942189530197;ACETAMINOFEN SUSP ORAL 250MG/5ML X 100ML KMP;380;178;0;KMPLUS;82.65;74.39;MEDICAMENTOS;2025-04-25;ACETAMINOFEN;1.0;10.0;0.0;0.0
1064132;7598981000582;ACETAMINOFEN SUSPENSION 125 MG /5ML X60 JMW;1633;1086;962;UNILINK PHARMA;58.81;58.81;MEDICAMENTOS;2025-08-25;PARACETAMOL;0.0;0.0;0.0;0.0
0251;7598578000384;ACETAMINOFEN-TRAMADOL 325/37,5mg x 30 TAB REC;0;133;0;DAC 55;124.87;124.87;ESTUPEFACIENTE;;ACETAMINOFEN -TRAMADOL CLORHIDRATO ;0.0;0.0;0.0;0.0
16001;7591519008494;ACETAMINOFEN-TRAMADOL 325/37,5mg x10 TA CALOX;71;314;154;CALOX;110.61;110.61;ESTUPEFACIENTE;2027-02-25;ACETAMINOFEN -TRAMADOL CLORHIDRATO ;0.0;0.0;0.0;0.0
76522;7591196006516;ACETAMINOFENO 500MG X10 TAB OFTALMI;459;318;20;OFTALMI;24.8;24.8;MEDICAMENTOS;2027-05-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
76523;7591196006523;ACETAMINOFENO 500MG X30 TAB OFTALMI;43;0;58;OFTALMI;75.34;75.34;MEDICAMENTOS;2026-12-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
05302;7592806121018;ACETOBEN FRASCO 120 ML RONAVA;142;19;9;RONAVA;193.5;193.5;MEDICAMENTOS;2026-10-25;GUAIFENESINA;0.0;0.0;0.0;0.0
100340;7591020006156;ACEVAL 100MG/ML X 30ML GTAS  VALMOR;27;31;5;VALMOR;127.39;127.39;MEDICAMENTOS;2025-11-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
100333;7591020008839;ACEVAL 180MG/5ML X 120ML SOL VALMOR;176;86;33;VALMOR;133.05;133.05;MEDICAMENTOS;2025-07-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
37536;7591020000611;ACEVAL 650MG X 10 TAB VALMOR;170;194;122;VALMOR;58.98;58.98;MEDICAMENTOS;2027-08-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
100332;7591020008471;ACEVAL 650MG X 50 TAB VALMOR;67;32;154;VALMOR;271.75;271.75;MEDICAMENTOS;2027-08-25;ACETAMINOFEN;0.0;0.0;0.0;0.0
100353;7591020009423;ACEVAL DIA ANTIG. 650MG X 20MG X 2MG 8 TAB VA;59;169;108;VALMOR;81.15;81.15;MEDICAMENTOS;2025-06-25;;0.0;0.0;0.0;0.0
100354;7591020009430;ACEVAL NOCHE ANTIG. 650MG X 4MG 6 TAB VALMOR;91;183;134;VALMOR;81.15;81.15;MEDICAMENTOS;2025-06-25;;0.0;0.0;0.0;0.0
11183;7591585111838;ACICLOR  TAB 1G X 10 LETI AP;46;40;12;LETI;724.68;724.68;MEDICAMENTOS;2027-05-25;ACICLOVIR ;0.0;0.0;0.0;0.0
05643;7591585311634;ACICLOR 5% CREMA X10G GENVEN;0;39;5;GENVEN;218.55;218.55;MEDICAMENTOS;;ACICLOVIR ;0.0;0.0;0.0;0.0
656595;7750215001905;ACICLOVIR 0,05% CREMA X 5G PORTUGAL;0;16;13;PORTUGAL;118.7;118.7;MEDICAMENTOS;;ACICLOVIR ;0.0;0.0;0.0;0.0
49010;7591519005639;ACICLOVIR 200 MG TAB X 25 CALOX;51;150;61;CALOX;176.39;176.39;MEDICAMENTOS;2027-04-25;ACICLOVIR ;0.0;0.0;0.0;0.0
60172;7598252101307;ACICLOVIR 200 MG X 100 TAB  DISTRILAB;0;0;4;DISTRILAB;428.79;428.79;MEDICAMENTOS;;ACICLOVIR ;0.0;0.0;0.0;0.0
5550-1;7707236126483;ACICLOVIR 250MG I.V. PVO LIOF. AMP CJA X 10;37;38;21;VITALIS;1187.78;1187.78;INYECTABLES;2026-11-25;ACICLOVIR ;0.0;0.0;0.0;0.0
44012002;7591519001099;ACICLOVIR 5% X CREMA TOPICA CALOX;9;186;35;CALOX;202.86;202.86;MEDICAMENTOS;2025-10-25;ACICLOVIR ;0.0;0.0;0.0;0.0
34825;7592348201117;ACICLOVIR 50MG CREMA TOPICA X 20G POLINAC;0;5;0;POLINAC;240.25;240.25;MEDICAMENTOS;;ACICLOVIR ;0.0;0.0;0.0;0.0
301170;7598981002029;ACICLOVIR CREMA 5% X 15 GR JMW;0;0;144;UNILINK PHARMA;96.07;96.07;MEDICAMENTOS;;ACICLOVIR ;0.0;0.0;0.0;0.0
22436;7591196003195;ACIDO ACETILSALICILICO 81 MG X 24 TAB OFTALMI;81;209;41;OFTALMI;107.42;107.42;MEDICAMENTOS;2025-12-25;ACIDO ACETILSALICILICO;0.0;0.0;0.0;0.0
106110;7467922682173;ACIDO ACETISAL (NORPRIM) 81MG X 100TAB FARQUI;250;91;217;FARQUI;124.93;124.93;MEDICAMENTOS;2026-03-25;ACIDO ACETILSALICILICO;0.0;0.0;0.0;0.0
70490;7594000850282;ACIDO ASCORBICO 100MG/5ML 30ML BIOQUIMICA;0;0;23;BIOQUIMICA;125.77;125.77;MEDICAMENTOS;;VITAMINA C;0.0;0.0;0.0;0.0
60010;7599608000046;ACIDO ASCORBICO 500MG/2ML X 10 AMP ZUZU;45;49;19;ZUZU;126.1;126.1;INYECTABLES;2026-10-25;VITAMINA C;0.0;0.0;0.0;0.0
25921;7599028000787;ACIDO BORICO (VAGINAL) X 10 CAPS. LYA;369;260;219;LYA;79.84;75.85;PATENTADOS NATURALES;2027-07-25;ACIDO BORICO;2.0;5.0;0.0;0.0
56378;7599028000572;ÁCIDO BÓRICO 20 G LYA;265;80;108;LYA;57.93;57.93;PATENTADOS NATURALES;2027-05-25;ACIDO BORICO;0.0;0.0;0.0;0.0
04075-1;7591616001466;ACIDO BORICO 20GR BIOFARCO;154;240;0;BIOFARCO;43.86;43.86;PATENTADOS NATURALES;2027-05-25;ACIDO BORICO;0.0;0.0;0.0;0.0
00026;7591619501031;ACIDO FOLICO 10 MG / ML GTAS X 15ML KLINOS;218;228;72;KLINOS;225.75;225.75;MEDICAMENTOS;2028-01-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
17149;7591585171498;ACIDO FOLICO 10 MG X 20 TAB GENVEN;597;360;228;GENVEN;35.68;35.68;MEDICAMENTOS;2026-04-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
95476;7594001101338;ACIDO FOLICO 10MG TAB X 20 PLUSANDEX;0;0;4;PLUSANDEX;37.15;37.15;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
201031;7594001101314;ACIDO FOLICO 5 MG X 30 TAB  PLUSANDEX;0;0;136;PLUSANDEX;51.6;51.6;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
42449;7598981002449;ACIDO FOLICO 5 MG X 30 TAB JMW;556;883;775;UNILINK PHARMA;40.18;40.18;MEDICAMENTOS;2025-05-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
31103;7592601301479;ACIDO FOLICO 5 MG X 30 TAB MEYER;20;0;0;MEYER;44.36;44.36;MEDICAMENTOS;2026-03-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
141201;17598252101571;ACIDO FOLICO AMP 10MG/2ML X 10 AMP DISTRILAB;0;0;4;DISTRILAB;804.95;804.95;INYECTABLES;2024-06-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
50103;7591619501048;ACIDO FOLICO CAJA X 3AMP KLINOS;15;10;24;KLINOS;300.57;300.57;INYECTABLES;2024-07-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
31034;7592601303206;ACIDO FOLICO COMP 10 MG X 10 MEYER;0;1672;121;MEYER;17.29;17.29;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
160214;7598813000339;ACIDO FOLICO COMP 10 MG X 10 TAB MM;101;83;69;MM;21.55;21.55;MEDICAMENTOS;2025-12-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
78536;7592349926194;ACIDO FOLICO COMP 10 MG X 20 G.C;191;410;39;GENERICOS DE CALIDAD;41.59;41.59;MEDICAMENTOS;2027-06-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
00024;7591619501024;ACIDO FOLICO COMP 10 MG X 20 KLINOS;1083;1439;643;KLINOS;64.5;64.5;MEDICAMENTOS;2027-07-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
58964;7591585271495;ACIDO FOLICO COMP 10 MG X 30 GENVEN;1158;720;144;LETI;55.66;55.66;MEDICAMENTOS;2025-11-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
98644;7591519004892;ACIDO FOLICO COMP 10MG X 20 CALOX;157;315;108;CALOX;47.97;47.97;MEDICAMENTOS;2027-04-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
08535;7591020008174;ACIDO FOLICO COMP 10MG X 30 GENCER;627;151;108;GENCER;82.57;82.57;MEDICAMENTOS;2028-11-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
9701008;7591519001112;ACIDO FOLICO COMP 10MG X 30 TAB CALOX;0;299;92;CALOX;59.16;59.16;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
121212;7591619501017;ACIDO FOLICO COMP 5 MG X 20 KLINOS;70;140;48;KLINOS;41.28;41.28;MEDICAMENTOS;2029-06-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
20198;7591619000213;ACIDO FOLICO COMP 5 MG X 30 KLINOS;0;260;48;KLINOS;60.63;60.63;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
02805;7591585271488;ACIDO FOLICO COMP 5MG X 30 GENVEN;288;213;9;GENVEN;51.26;51.26;MEDICAMENTOS;2026-04-25;ACIDO FOLICO;0.0;0.0;0.0;0.0
92779;7592601300779;ACIDO FOLICO GOTAS  X 15 ML MEYER;0;0;449;MEYER;167.14;167.14;MEDICAMENTOS;;ACIDO FOLICO;0.0;0.0;0.0;0.0
1062825;1890604759570;ACIDO SALICILICO UNGÜENTO 6% 20G JMW;27;104;355;UNILINK PHARMA;128.22;128.22;MEDICAMENTOS;2025-02-25;ACIDO SALICILICO ;0.0;0.0;0.0;0.0
2024;7467922680018;ACIFAR (ANTIACIDO) SUSP ORAL MENTA 150 ML JMW;428;372;331;FARQUI;305.03;305.03;MEDICAMENTOS;2026-11-25;ALUMINIUM+MAGNESIUM+SIMETICONA;0.0;0.0;0.0;0.0
08026;7591519051865;ACLER 150MG X 1 TAB MCK;358;129;68;MCK;147.76;147.76;MEDICAMENTOS;2025-07-25;ACIDO IBANDRONICO ;0.0;0.0;0.0;0.0
779249;7795368002249;ACRYLARM (ACIDO POLIA) GEL 0.2% X10G POEN;30;65;1;POEN;828.17;828.17;MEDICAMENTOS;2026-08-25;ADAPALENO+CLINDAMICINA;0.0;0.0;0.0;0.0
13654;7591821290136;ACTUMIR 10MG X 10 TAB FARMA;0;15;23;FARMA;531.48;531.48;MEDICAMENTOS;;EMPAGLIFLOZINA 10 MG ;0.0;0.0;0.0;0.0
3014822;7841134017822;ACUAFIL(DEXTRAN+HIDROXIPR)0.1%0.05SOL OFT10ML;37;28;29;JMW;197.63;197.63;MEDICAMENTOS;2025-10-25;HIDROXIPROPIL METILCELULOSA;0.0;0.0;0.0;0.0
174593;7591309003692;ADEL UNGUENTO 50GR PYB;22;0;376;PONCE Y BENZO;134.89;134.89;MEDICAMENTOS;2027-04-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00043;7591844000590;ADEMINA DERMOPROTECTORA 3E X 60GR ETIFAR;239;141;87;ETIFAR;161.25;161.25;MEDICAMENTOS;2027-01-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00153;7591844000712;ADEMINA GEL ANTIBACTERIAL 100ML ETIFAR;0;29;44;ETIFAR;64.5;64.5;MEDICAMENTOS;;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00151;7591844000743;ADEMINA KIDS LOC HIDRAT BLANCA 170GR ETIFAR;11;0;20;ETIFAR;99.33;99.33;MISCELANEOS;2026-07-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00152;7591844000750;ADEMINA KIDS LOC HIDRAT ROSADA 170GR ETIFAR;0;1;31;ETIFAR;99.33;99.33;MISCELANEOS;;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00154;7591844000729;ADEMINA KIDS REVITAL.CAPILAR 200ML ROS ETIFAR;0;19;47;ETIFAR;77.4;77.4;MISCELANEOS;;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00146;7591844000583;ADEMINA KIDS X 60GR ETIFAR;0;67;41;ETIFAR;154.8;154.8;MEDICAMENTOS;;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
100147;7591844000439;ADEMINA PLUS 30GR ETIFAR;97;17;0;ETIFAR;135.45;135.45;MEDICAMENTOS;2027-01-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
00148;7591844000446;ADEMINA PLUS 60GR ETIFAR;57;519;43;ETIFAR;148.35;148.35;MEDICAMENTOS;2027-01-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
000150;7591844000606;ADEMINA SOL.JAB. 190CC. ETIFAR;86;86;126;ETIFAR;66.42;66.42;MISCELANEOS;2027-01-25;VITAMINA A -VITAMINA D -ZINC;0.0;0.0;0.0;0.0
10016;7597467001570;ADH DURAPOR 2X10YDS PLASTIC COVER 1X6PROMEINT;12;38;16;PLUSMEDIC;805.85;773.62;DESCARTABLES;2027-04-25;;1.0;4.0;0.0;0.0
10019;7597467001617;ADH MICROP. 2X10YDS PLASTIC COVER 1X6PROTEINT;10;18;2;PLUSMEDIC;560.0;537.6;DESCARTABLES;2025-04-25;;1.0;4.0;0.0;0.0
29017;7597467001600;ADH MICROP.1/2X10YDS PLASTIC COVE 1X24PROTEIN;12;0;8;PLUSMEDIC;654.25;628.08;DESCARTABLES;2025-04-25;;1.0;4.0;0.0;0.0
10018;7597467001594;ADH MICROP.1X10 YDS PLASTIC COVER1X12 PROTEIN;36;1;0;PLUSMEDIC;549.78;527.79;DESCARTABLES;2025-04-25;;1.0;4.0;0.0;0.0
23022;7597467001655;ADH TRANS. 2X10 YDS PLASTIC COVER 1X6 PROTEIN;23;21;11;PLUSMEDIC;533.34;512.01;DESCARTABLES;2027-04-25;;1.0;4.0;0.0;0.0
10021;7597467001631;ADH TRANS.1X10 YDS PLASTIC COVER 1X12 PROTEIN;20;7;9;PLUSMEDIC;532.97;511.65;DESCARTABLES;2025-04-25;;1.0;4.0;0.0;0.0
8610020;7597467001648;ADH TRANSP.1/2X10 YDS PLASTIC COVE 1X24PROME.;25;0;12;PLUSMEDIC;689.32;661.75;DESCARTABLES;2027-04-25;;1.0;4.0;0.0;0.0
23015;7597467001587;ADH.DURAPOR 1X10 YDS PLASTIC COVER X12PROMEIN;0;0;4;PLUSMEDIC;1119.64;1074.85;MISCELANEOS;;;1.0;4.0;0.0;0.0
168083-1;7597467000641;ADHESIVO DURAPORE 2¨X5 YDS CAJA X6 PROMEINT;30;29;5;PROMEINT;560.0;537.6;DESCARTABLES;2028-12-25;;1.0;4.0;0.0;0.0
168081-1;7597467000665;ADHESIVO MICROPORE 1¨X5 YDS CAJA X12 PROMEI;40;17;10;PROMEINT;443.11;425.39;DESCARTABLES;2026-06-25;;1.0;4.0;0.0;0.0
168084-1;7597467000672;ADHESIVO MICROPORE 2¨X5 YDS CAJA X 6 PROMEINT;28;18;14;PROMEINT;443.11;425.39;DESCARTABLES;2028-06-25;;1.0;4.0;0.0;0.0
759849-1;7597467000849;ADHESIVO MICROPORE 3 X5YDS CAJA X 6 PROMEINT;6;44;0;PROMEINT;409.87;393.48;DESCARTABLES;2026-06-25;;1.0;4.0;0.0;0.0
796525;796029455241;ADHESIVO PAPEL BLANCO 2,54 CM X4,57 X 12 UND;0;1;5;BRIUTCARE;396.72;396.72;DESCARTABLES;;;0.0;0.0;0.0;0.0
796234;796029455210;ADHESIVO PAPEL PIEL 2,54 CM X4,57 X 12 UND BR;0;1;5;BRIUTCARE;396.72;396.72;DESCARTABLES;;;0.0;0.0;0.0;0.0
796529;796029455289;ADHESIVO PLAST TRANSP 2,54CMX 4,57 CJA X 12 B;0;1;35;BRIUTCARE;425.21;425.21;DESCARTABLES;;;0.0;0.0;0.0;0.0
158425;7597467001983;ADHESIVO PROMEINT MICROPORE  PIEL 2X5YDS X6;23;24;16;PROMEINT;381.74;366.47;DESCARTABLES;2028-06-25;;1.0;4.0;0.0;0.0
168562;7597467001969;ADHESIVO PROMEINT MICROPORE PIEL 1X5YDS X 12;19;23;12;PROMEINT;381.74;366.47;DESCARTABLES;2028-06-25;;1.0;4.0;0.0;0.0
168566;7597467001976;ADHESIVO PROMEINT MICROPORE PIEL1/2X5YDS X 24;35;33;14;PROMEINT;381.74;366.47;DESCARTABLES;2028-06-25;;1.0;4.0;0.0;0.0
796530;723592772703;ADHESIVO TELA 5.08CM X 9,14MT 2¨ CAJA X 6 BRI;0;5;0;BRIUTCARE;905.21;905.21;DESCARTABLES;;;0.0;0.0;0.0;0.0
168085-1;7597467000702;ADHESIVO TRANSPORE 1¨X5 YDS CAJA X12 PROMEIN;12;23;14;PROMEINT;457.72;439.41;DESCARTABLES;2026-06-25;;1.0;4.0;0.0;0.0
168086-1;7597467000719;ADHESIVO TRANSPORE 2¨X5 YDS CAJA X 6 PROMEINT;19;13;1;PROMEINT;457.72;439.41;DESCARTABLES;2026-02-25;;1.0;4.0;0.0;0.0
832379;7598828000553;ADREA 500MG X100 CAP.(HIDROXIUREA)GLOBAL CARE;0;7;0;ADREA;2397.46;2397.46;ONCOLOGICOS;;HIDROXIUREA (500 mg);0.0;0.0;0.0;0.0
52242;7598828000522;ADSIDE 50 ETOPOSIDE CAPSULE 50 MG;0;5;0;BETA DRUGS LIM;2157.46;2157.46;ONCOLOGICOS;;ADSIDE 50;0.0;0.0;0.0;0.0
5002;6920210513029;AEROCHAMBERS ADULTO BIO-MERCY;0;7;25;BIOMERCY.;717.6;717.6;DESCARTABLES;;;0.0;0.0;0.0;0.0
20200;7591818210406;AEROFLAT SUSP ORAL 80 MG X 20 ML COFASA;12;11;52;COFASA;261.8;261.8;MEDICAMENTOS;2025-11-25;SIMETICONA;0.0;0.0;0.0;0.0
210310;7591818210314;AEROFLAT X 10 CAPSULAS COFASA;98;99;0;COFASA;78.37;78.37;MEDICAMENTOS;2027-04-25;SIMETICONA;0.0;0.0;0.0;0.0
217175;7597467002171;AEROFLOW FLOW-VU AD BLESS;5;7;5;BLESS RESPIRATORY;588.86;588.86;DESCARTABLES;2026-08-25;;0.0;0.0;0.0;0.0
218875;7597467002188;AEROFLOW FLOW-VU PED BLESS;10;11;5;BLESS RESPIRATORY;588.86;588.86;DESCARTABLES;2026-08-25;;0.0;0.0;0.0;0.0
32906;7591196006424;AFLAMAX 12,5MG X 6 SUPOSITORIO OFTALMI;137;145;117;OFTALMI;111.75;111.75;MEDICAMENTOS;2027-03-25;DICLOFENAC POTASICO ;0.0;0.0;0.0;0.0
47717;7591196007186;AFLAMAX 50 MG  X 10 TAB OFTALMI;11506;3960;3533;OFTALMI;45.28;45.28;MEDICAMENTOS;2026-04-25;DICLOFENAC POTASICO ;0.0;0.0;0.0;0.0
10945;7591196004451;AFLAMAX 50 MG  X 20 TAB OFTALMI;8150;1614;365;OFTALMI;84.62;84.62;MEDICAMENTOS;2026-01-25;DICLOFENAC POTASICO ;0.0;0.0;0.0;0.0
