product_id;name;price_usd;stock;barcode;due_date
12900000060;OREO VAINILLA 6S 192G MONDELEZ;66.14;0;7622202213700
12900000061;OREO CHOCOLATE 6S 192G MONDELEZ;67.58;0;7622202213670
12900000062;OREO FRESA 6S 192G MONDELEZ;67.58;0;7622202213731
12900000070;OREO FRESA TUBO 96 GR MONDELEZ;35.62;25;7622202213632
12900000080;OREO AMERICANO TUBO 96G MONDELEZ;35.62;75;7622202213656
12900000081;OREO CHOCOLATE TUBO 96G MONDELEZ;35.62;6;7622202213595
12900000082;OREO AMERICANO 6S  192G MONDELEZ;66.14;36;7622202213762
14700000001;MANI MIX VERANO 40GR 24 UNID MANITOBA MY;43.4;0;7702409012273
21400000021;TE LIMON Y JENGIBRE CON PROBIOTICOS BIGE;293.1;3;072310818507
21400000022;TE I LOVE LIMON PLUS BIGELOW VIT C 20 SO;248.4;4;072310888524
12100000001;RUFFLES QUESO 125GR  MEDIANO;108.6;0;7591206114378
12100000002;RUFFLES QUESO 300GR  GRANDE;236.3;0;7591206114439
12100000003;NATUCHIPS PLATANITOS MAD 150GR  MEDIANO;114.5;0;7591206007540
12100000004;NATUCHIPS PLATANITOS NAT 300GR  GRANDE;155.2;0;7591206006512
12100000005;NATUCHIPS PLATANITOS NAT 150GR MEDIANO;94.4;0;7591206006505
12100000006;NATUCHIPS PLATANITO ONDULADOS 145G MEDIA;94.4;0;7591206114262
12100000007;NATUCHIPS PLATANITOS ONDULADOS 245GR GRA;155.2;0;7591206114330
12100000008;JACKS TORTILLITAS PICANTE 190GR MEDIANO;74.2;0;7591206114149
12100000009;DORITOS MEGA QUESO 150GR  MEDIANO;75.4;0;7591206003252
12100000010;MANI SALADO 25GR  x 6 PEQUEO;159.6;0;7591206012636
12100000011;MANI JACKS 175GR  MEDIANO;85.7;0;7591206012834
12100000012;CHEETOS MEGA PUFFS 270GR GRANDE;128.2;0;7591206114682
12100000013;CHEESE TRIS XXL 450GR  GRANDE;136.6;0;7591206113326
12100000014;DORITOS XXL 420GR  GRANDE;191.5;0;7591206113319
12100000015;CHEETOS MEGA PUFFS 28GR x 12  PEQUEO;282.2;0;7591206114668
12100000016;CHEETOS BOLIQUESO 28GR X 12 UND PEQUEO;213.0;0;7591206114699
12100000017;CHEESE TRIS 54GR x 12  PEQUEO;282.2;0;7591206010328
12100000018;RUFFLES NATURAL 36GR X 12 PEQUEO;388.4;0;7591206114347
12100000019;RUFFLES QUESO 36GR  x 12 PEQUEO;388.4;0;7591206114361
12100000020;JACKS TORTILLITAS PICANTES 40G 12 UNID;282.2;0;7591206114835
12100000021;CHEESE TRIS 150GR  MEDIANO;50.9;0;7591206000381
12100000022;RUFFLES NATURAL 125GR MEDIANO;108.6;0;7591206114354
12100000023;RUFFLES NATURAL 300GR  GRANDE;236.3;0;7591206114422
12100000024;NATUCHIPS PLATANITOS NATURAL 42G 12 PEQU;372.6;0;7591206006925
12100000025;NATUCHIPS MADURITOS 42G 12 PEQ;388.4;0;7591206007533
12100000026;NATUCHIPS PLATANIT ONDUL 38G 12PEQ;372.6;0;7591206114255
12100000027;DORITOS MEGA QUESO 22G 12PEQ;958.2;0;7591206128054
12100000028;RUFFLES QUESO 22G 12PEQUEO;958.2;0;7591206128030
12100000029;CHEETOS BOLIQUESO 110GR MEDIANO;43.4;0;7591206114705
12100000030;CHEETOS MEGA PUFFS 110GR MEDIANO;54.9;0;7591206114675
12100000031;DORITOS MEGA QUESO 45GR x 12  PEQUEO;319.5;0;7591206002521
12100000032;TOSTITOS 140GR MEDIANO;47.8;0;7591206282787
12100000033;TORTILLITAS JACKS QUESO 190GR MEDIANO;74.2;0;7591206282558
12100000034;TORTILLITAS JACKS QUESO 40G 12 PEQUEO;282.2;0;7591206282541
12100000035;PAPAS JACK' S QUESO 30G 12PEQUEO;1309.4;0;7591206282572
12100000036;PAPAS JACK' S SAL 30G 12 PEQUEO;319.5;0;7591206282602
12100000037;PAPAS JACK' S SAL 30G 12BOLSAS PEQ;1778.0;0;7591206282596
12100000038;DE TODITO RESUELTO 400GR GRANDE;159.6;0;7591206282671
12100000039;DE TODITO RESUELTO 45G 12PEQUEO;319.5;0;7591206282695
12100000040;DE TODITO RESUELTO 130GR MEDIANO;66.4;0;7591206282688
12100000041;NATUCHIPS PLATAN NATURAL 22G 12PEQ;958.2;0;7591206282985
12100000042;MINI NATUCHIPS PLATANITOS NATURAL 22G 12;958.2;0;759120628298
12100000043;TOSTITOS 400GR GRANDE;113.0;0;7591206282862
12100000044;CHEESE TRIS PICANTES 145G MEDIANO;199.6;0;7591206282909
12100000045;CHEESE TRIS PICANTES 45G 12PEQUEO;1139.2;0;7591206282893
12100000046;CHEETOS BOLIQUESO XXL 180G GRANDE;73.9;0;7591206284712
12100000047;TORTILLITAS PICANTE 350G GRANDE;132.2;0;7591206284767
12100000048;TORTILLITAS QUESO 350GR GRANDE;132.2;0;7591206284750
12100000049;NATUCHIP PLATANITOS 80GR MED;53.1;0;7591206284972
12100000050;PEPITO 180G GRANDE;74.2;0;7591206285276
12100000051;PEPITO 25G 12BOLSAS PEQ;213.0;0;7591206285252
12100000052;PEPITO JUMBO 18G 12 BOLSAS PEQ;175.7;0;7591206285238
12100000053;PEPITO 80G MEDIANO;35.0;0;7591206285269
12100000054;PEPITO JUMBO 65G MEDIANO;28.8;0;7591206285245
12100000055;TOSTON JACKS 45G 12BOLSAS PEQ;319.5;0;7591206285290
12100000056;NATCHP AJO Y PEREJIL 75GR MEDIANO;54.0;0;7591206285306
12100000058;PAPAS JACK'S SAL 80GR MEDIANO;66.4;0;7591206285337
12100000059;MANI SALADO JACKS 25G 24PAQ;585.6;0;7591206003450
12100000060;CHICHARRON 20G 12 PEQ;356.7;0;7591206000770
12100000061;CHEETOS FLAMING HOT 38G PEQ;23.6;0;7591206003467
12100000062;CHEETOS FLAMING HOT 120G GRANDE;54.9;0;7591206003474
12100000063;DORITOS FLAMIN HOT 42G PEQ;26.7;0;7591206003481
12100000064;DORITOS FLAMIN HOT 140G GRANDE;26.7;0;7591206003498
19600000001;BARRA CHOCOLATE CRUNCHY PEAN BUTT 45GR 1;84.4;0;691535207929
19600000002;BARRA CHOCOLATE BROWNIE CRUNCH 45GR 12UN;84.4;0;691535201927
19600000003;BARRA CHOCOLATE ESPRESSO 45GR 12UND GUDS;84.4;0;691535209923
19600000004;BARRA VAINILLA Y YOGURT 50GR 12UND GUDS;64.5;0;691535505032
19600000005;BARRA CHOCOLATE CHIP  50GR 12UND GUDS SU;84.4;0;691535521015
19600000006;BARRA CHOCOLATE ALMOND 50GR 12UND GUDS S;84.4;0;691535522012
19600000007;BARRA CHOCOLATE PEANUT BUTTER CUP 50GR 1;84.4;0;691535527017
19600000008;MANI HAPPY MIX 40GR 12UND GUDS SUPPLY;32.2;0;601202050840
19600000009;MANI CRUNCHY 40GR 12UND MANI+MAIZ+ALMEN+;32.2;0;601202050857
19600000010;MAIZ HO MIX 40GR MAIZ+ARANDANOS 12UND GU;32.2;0;601202050833
19600000011;SNACK MAIZ Y QUINOA 12G 6UND GUDS SUPPLY;29.8;0;7707322030649
19600000012;ROSQUITAS QUINOA PICANTE 12G 6UND GUDS S;35.7;0;7707322030007
19600000013;ROSQUITAS QUINOA NATURAL 12G 6UND GUDS S;35.7;0;7707322030052
19600000015;CHOCOLISTO BOLSA  200GR  GUDS SUPPLY;52.4;0;7702007216127
19600000016;CHOCOLATE BIANCHI BARRA XL 40GR 12UND GU;143.7;0;7702993047934
19600000017;CHOCOLATE BIANCHI BARRA BL XL 40GR 12UND;143.7;0;07702993042625
19600000018;CARAMELOS BIANCHI BLANCO 400GR BOLSA 100;73.9;49;7702993022283
19600000019;CARAMELOS BIANCHI CHOCO 400GR BOLSA 100U;73.9;40;7702993902103
19600000020;CHOCOLATE BIANCHI CHOCOLORES BOLSA 50GR;19.5;0;7702993048894
19600000021;CARAMELOS CAFE GURME BOLSA  50UND GUDS S;56.2;98;7702993016039
19600000022;CARAMELOS CHAO MENTA BOLSA 380G 100UND G;68.3;14;7702993051016
19600000023;CARAMELOS  MENTA HELADA BOLSA 100UND GUD;55.5;35;7702993035221
19600000024;GOMITAS TRULULU AROS BOLSA 80GR GUDS SUP;18.9;0;7702993048092
19600000025;GOMITAS TRULULU FRESITAS BOLSA 80GR GUDS;18.9;4;7702993047583
19600000026;GOMITAS TRULULU GUSANOS BOLSA 80GR GUDS;18.9;0;7702993048061
19600000027;GOMITAS TRULULU GUSANOS AC  BOLSA 80GR G;18.9;0;7702993028261
19600000028;GOMITAS TRULULU SABORES BOLSA 90GR GUDS;18.9;40;7702993028483
19600000029;GOMITAS TRULULU SANDIA BOLSA 80GR GUDS S;18.9;0;7702993047620
19600000030;CHOCOLATE JET LECHE 6GR BOLSA 24UND GUDS;64.2;0;7702007002683
19600000031;CHOCOLATE  JET SURTIDO 6GR  BOLSA 24UND;64.2;0;7702007005592
19600000032;CHOCOLATE JET LECHE 12GR 24UNID GUDS SUP;127.6;0;7702007030112
19600000033;CHOCOLATE JET LECHE 50GR 12UNID GUDS SUP;536.8;0;7702007512304
19600000034;CHUPETAS LOKIO FRESA BOLSA 24UND GUDS S;57.7;0;7702993020890
19600000035;CHUPETAS  YOGGER  BOLSA  24UND GUDS SUPP;63.0;0;7702993040683
19600000036;CHOCOLATE JET LECHE 30GR 16UNID GUDS SUP;220.1;0;7702007032734
25800000001;CAREFREE PROTEC C/PERFUM 100UNID  DIVAR;223.5;15;7702031501442
25800000002;CAREFREE PROTEC C/PERFUM 60UNID  DIVAR;160.8;23;7702031504474
25800000003;CAREFREE PROTEC C/PERFUM 25UNID  DIVAR;72.6;6;7702031500315
25800000004;CAREFREE PROTEC C/PERFUM 15UNID  DIVAR;45.3;32;7702031500605
25800000005;CAREFREE DIARIA 100UNID  DIVAR;223.5;0;7790010616751
25800000006;CAREFREE DIARIA 60UNID  DIVAR;160.8;6;7702031969341
25800000007;CAREFREE DIARIA 25UNID  DIVAR;72.6;24;7702031504009
25800000008;CAREFREE DIARIA 15UNID  DIVAR;45.3;32;7702031501398
25800000009;JBABY ACEITE ANTES D/DORMIR 100ML DIVAR;113.3;0;7702031734628
25800000010;JBABY ACONDIC ORIGI GOLD 400ML DIVAR;200.5;2;7702031293439
25800000011;JBABY ACONDIC MANZAN 400ML DIVAR;200.5;13;7702031293323
25800000012;JBABY ACONDIC GOTAS BRILL 200ML DIVAR;118.0;5;7702031293415
25800000013;JBABY BAO LIQ PIE A CABEZ 400ML DIVAR;267.3;8;7702031318316
25800000014;JBABY BAO LIQ PIE A CABE 200ML DIVAR;162.0;7;7702031318293
25800000015;JBABY COLONIA SONRISA 200ML DIVAR;163.9;2;7702031515203
25800000016;JBABYCREMA LIQUIDA 200ML DIVAR;125.4;8;7891010037185
25800000017;JBABYCREMA LIQU ANTES DORMIR  200ML DIVA;132.2;9;7702031036746
25800000018;JBABYCREMA LIQUIDA AVENA  200ML DIVAR;132.2;5;7891010046859
25800000019;JBABYCREMA PEINAR HIDR INTENS  200ML DIV;142.5;12;7702031878452
25800000020;JBABY SHAMPOO ORIGINAL GOLD 400ML DIVAR;190.6;6;7702031291510
25800000021;JBABY SHAMPOO ORIGINAL GOLD 200ML DIVAR;118.3;0;7702031291565
25800000022;JBABY SHAMPOO ORIGINAL GOLD 100ML DIVAR;86.3;0;7702031291534
25800000023;JBABY SHAMPOO CABE/OSCURO 400ML DIVAR;200.5;18;7702031293293
25800000024;JBABY SHAMPOO CABE/OSCURO 200ML DIVAR;118.3;7;7702031293286
25800000025;JBABY SHAMPOO CABEL/OSC 100ML DIVAR;81.9;18;7702031293262
25800000026;JBABY SHAMPOO MANZANILLA 400ML DIVAR;200.5;2;7702031293248
25800000027;JBABY SHAMPOO MANZANILLA 200ML DIVAR;124.2;6;7702031293231
25800000028;JBABY SHAMPOO MANZANILLA 100ML DIVAR;86.3;0;7702031293217
25800000029;JBABY SHAMPOO HIDRA/INTENSO 400ML DIVAR;190.6;14;7702031293194
25800000030;LUBRIDERM PIEL SENSIBLE 120ML DIVAR;98.1;15;7702035455055
25800000031;STAYFREE ADAPT PLUS ULTRADELG 42UNI DIVA;244.3;43;7702031433057
25800000032;STAYFREE NORMAL CON ALAS  42UNI DIVAR;244.3;43;7702031580010
25800000033;LISTERINE COOLMINT 1L DIVAR;279.4;0;7702035432506
25800000034;LISTERINE COOLMINT 500ML DIVAR;181.3;103;7702035432339
25800000035;LISTERINE COOLMINT 360ML DIVAR;137.8;99;7702035432216
25800000036;LISTERINE COOLMINT 180ML DIVAR;85.0;152;7702035432117
25800000037;LISTERINE COOLMINT ZERO 500ML DIVAR;181.3;13;7891010974336
25800000038;LISTERINE COOLMINT ZERO 360ML DIVAR;137.8;31;7702031563334
25800000039;LISTERINE CUIDADO TOTAL  180ML DIVAR;97.1;59;7702035833815
25800000040;LISTERINE CUID/TOTAL ZERO 500ML DIVAR;203.0;0;7702031887942
25800000041;LISTERINE ORIGINAL 500ML DIVAR;193.7;89;7702035431110
25800000042;LISTERINE ORIGINAL 180ML DIVAR;89.7;370;7702035431219
29200226560;GALLETAS CHOCO MUCHO 5 BOLSAS 175G;78.8;0;7597409000012
29200226565;GALLETAS VACA MUCHO 5 BOLSITAS 175G;73.9;0;7597409000029
40700053105;CHOCOZOO CHUPETA CHOCO-LECH DISP 24X15G;385.3;0;7591720031571
40700053110;CHOCOZOO CHUPETA CHOCOL-LECHE BOL 15GX6;96.2;0;7591720029097
40700053115;CHOCOZOO BLANCO CRUJIENTE  24X15GR;385.3;0;7591720031588
40700053116;DOA JIMENA TURRON DURO CON ALMENDRA Y M;214.2;0;8410330113752
40700053117;DOA JIMENA TURRON BLANDO CON ALMENDRA Y;168.6;0;8410330113769
40700053118;DOA JIMENA TURRON BLANDO CON MANI  Y MI;104.0;0;8410330115008
40700053119;DOA JIMENA TURRON DURO CON MANI Y MIEL;104.0;0;8410330115015
40700053120;CHOCOZOO CHUP CHOC-BLAN CRUJ BOLS 15GX6;96.2;0;7591720030666
40700053121;DOA JIMENA TURRON DURO CON MANI Y CARAM;104.0;0;8410330115022
40700053122;DOA JIMENA SURTIDO DE BISCOCHOS Y GALLE;207.7;0;8410330201237
40700063817;GRAGEADO FRUTOS MIXTOS NAVIDAD 85G ST MO;93.4;0;7591720029929
40700063818;GRAGEADO PASAS  NAVIDAD 85G ST MORITZ;93.7;0;7591720030260
40700063819;GRAGEADO PASAS 12X40G ST MORITZ;390.3;5;7591720031946
40700063820;GRAGEADO AVELLANAS NAVIDAD 85G ST MORITZ;103.4;0;7591720030277
40700063821;GRAGEADO ALMENDRAS NAVIDAD 85G.ST MORITZ;103.4;0;7591720030284
40700063822;GRAGEADO FRUTOS MIXTOS S/AZUCAR 12X40G S;481.6;5;7591720032028
40700063823;GRAGEADO MANI S/AZUCAR 12 X 40G ST MORIT;435.9;4;7591720032011
40700086545;DUNGA CHOCOLATE 12UND DISPLAY 420G;275.4;0;7591720031229
40700086550;DUNGA BLANCO DISPLAY 35GX12;275.4;0;7591720031489
40700086555;DUNGA MALTA DISPLAY 12 X 35GR;275.4;0;7591720003806
40700104715;FLAQUITO DISPENSADOR 12 BARQUILLAS X 30G;151.5;15;7591720029615
40700104720;FLAQUITO 2 BARQUILLAS X 30G;25.1;80;7591720029639
40700104725;FLAQUITO 4 BARQUILLAS X 30GR;50.6;32;7591720029622
40700104726;FLAQUITO ANIVERSARIO 5 BARQUILLAS  30GR;45.9;0;7591720034190
40700104730;FLAQUITO LATA 8 BARQUILLAS X 30GR;137.5;6;7591720031151
40700104735;FLAQUITO NEVADO DISPENSADOR 12 BARQUILLA;151.5;14;7591720030468
40700104740;FLAQUITO NEVADO 2 BARQUILLAS X 30GR;25.1;40;7591720031564
40700104745;FLAQUITO NEVADO LATA 8 BARQUILLAS X 30GR;137.5;0;7591720029912
40700104750;FLAQUITO NEVADO 4 BARQUILLAS X 30GR;50.6;27;7591720031205
40700104755;FLAQUITO NAVIDAD NEVADO 4 BARQUILLAS X 3;50.6;0;7591720031410
40700105115;GRAGEADO MANI 12X40GR ST MORITZ;412.9;5;7591720031953
40700105118;GRAGEADO NARANJA BITTER 12X40GR ST MORIT;435.9;4;7591720031960
40700105120;GRAGEADO FRUTOS MIXTOS 12 X 40G ST MORIT;458.9;4;7591720031939
40700231705;STADIUM CHOCOLATE DE LECHE DISP 15X25GR;183.8;2;7591720031830
40700231710;STADIUM CHOCOLATE BLANCO DISP 15X25GR;153.7;8;7591720032134
40700258455;PANETTONE PANDORO C/CHOCO 600G;430.3;0;7591720030598
40700258456;PANETTONE C/CHOCOLATE Y CONCHA D NARANJA;458.6;0;7591720033452
40700258460;PANETTONES EXTRA CHOCOLATE 500G ST MORIT;394.9;0;7591720029103
40700258465;PANETTONES C/EXTRA CHOCOLATE 800GR ST MO;1.5;0;7591720029110
40700258466;1880 BARRA TURRON DURO C/ALMENDRA Y MIEL;10.2;0;8410317117124
40700258467;BOMBONES CORAZON FOIL BOLSA 120G ST MORI;103.4;35;7591720033148
20300035845;NESTLE SAVOY 75 ANIVERSARIO LECHE MINI 2;389.45;4;7591016155547
20300035850;NESTLE SAVOY 75 ANIVERSARIO DARK MINI 25;397.4;3;7591016155554
20300053102;RIKITI CHOCO MANI 30GR X 12 UNID;375.44;8;7591016154687
20300053105;RIKITI CHOCO MANI 130G X 5 UNID;536.75;0;7591016154144
20300075305;COCOSETTE FUDGE 32GR X 20 UNID;504.21;15;7591016154953
20300075310;COCOSETTE MAXI 50GR X 18 UNID;485.0;9;7591016171080
20300075320;COCOSETTE MINI 25 GR X 18 UNID;297.23;21;7591016154922
20300075326;COCOSETTE MAXI GALLETA 50G X 4 UNID (1x2;107.7;28;7591016171806
20300100605;SAVOY LECHE 30GR X 12 UNID.;365.15;21;7591016151136
20300100610;SAVOY LECHE 70GR X 9 UNID.;555.66;13;7591016151198
20300100612;POSTRE 100% CACAO POLVO 200G;1604.1;0;7591016205105
20300100615;SAVOY CHOCODUO 130GR X 5 UNID;537.04;16;7591016155424
20300100617;SAVOY LECHE 130GR X 5 UNID;536.75;12;7591016151112
20300100621;PRESTIGIO CHOCOLATE  X 30 UNIDADES 33G;691.0;0;7891000460214
20300100622;KIT KAT 4 FINGER LECHE 24 UNID;845.05;1;7891000248775
20300100623;KIT KAT MINIMOMENTS CARAMELO 24 UNID;845.05;4;7891000349748
20300100633;NESTLE SAVOY NAVIDAD 70G X 9 UNID;462.9;0;7591016155004
20300100635;NESTLE SAVOY 75 ANIVERS.100G X 10;825.85;9;7591016154694
20300100642;CARRE MINI AVELLANAS 16 X 25G;542.53;11;7591016150306
20300100645;POSTRE 40% CACAO 200G X 4 SAVOY;581.9;0;7591016155080
20300100648;NESTLE ESPECIALIDADES BOMBOM 251GR;138.77;30;7613039352151
20300100650;POSTRE 55% CACAO 200G X 4 SAVOY;581.9;0;7591016155097
20300100660;CHARGE CHOCOLATE 30UND 40G;534.59;2;7891000464908
20300100662;CHOKITO CHOCOLATE 30UND 32G;378.18;15;7891000003299
20300100665;NESTLE DARK 75 ANIVERSARIO 100MG 10UND;825.85;8;7591016155073
20300175463;CARRE AVELLANA 100G X 10UND SAVOY;1160.61;11;7591016152102
20300175470;CARRE CARAMELO OSCURO 100G 10UND SAVOY;1160.61;0;7591016155431
20300200205;KIT KAT WHITE 4 FINGER 41.5G;845.05;4;7891000249239
20300200210;KIT KAT DARK 4 FINGER 41.5G;845.05;4;7891000248829
20300220608;SAMBA CHOCOLATE DISP 32GR X 20 UNID;417.19;15;7591016173473
20300220610;SAMBA AVELLANA CARLTON 32G X 20 UNID;514.5;0;7591016870525
20300220620;SAMBA FRESA DISP 32 GR X 20 UNID.;417.19;13;7591016173435
20300220621;SAMBA FRESA FUN SIZE 35UND 16G;471.67;10;7591016155448
20300220622;SAMBA FRESA 32G  X 4 UNID. (128g);67.3;0;7591016855157
20300226541;GALAK CHOCOLATE BLANCO 30GR X 12 UNID;365.15;18;7591016154977
20300226543;GALAK CHOCOLATE BLANCO 130G X 5 UNID;551.94;6;7591016154960
20300226547;GALAK CHOCOLATE TUBITO 30 X 16G;286.94;0;7891008212525
20300235475;SUSY CHOCOLATE MAXI 50GR X 18 UNID;485.0;0;7591016171066
20300235480;SUSY MAXI GALLETA 50G X 4 UNID (1x200g);107.7;0;7591016173121
20300235485;SUSY MINI 25GR X 18 UNID;297.23;0;7591016154946
20300235487;SUSY CHOCO2  50G X 18 UNID DISP;485.0;4;7591016854730
20300235490;SUSY CHOCO2  50G  4 UNID DISP;107.7;0;7591016154724
20300246515;TORONTO DISP 324 GR.NESTLE;438.16;14;7591016161111
